D (3,-1,-1) (2,0,4)
D (7,-1,-1) (2,4,3)
D (6,7,8) (3,1,4)
D (10,11,12) (0,0,3)
D (12,-1,-1) (0,1,5)
D (3,4,-1) (5,2,0)
D (4,5,-1) (0,0,5)
D (11,-1,-1) (1,4,0)
D (13,-1,-1) (0,1,4)
D (2,-1,-1) (3,5,4)
D (13,-1,-1) (4,2,1)
D (0,1,2) (0,0,0)
D (7,8,-1) (0,3,1)
D (0,1,2) (2,4,2)
D (1,2,3) (1,2,3)
D (0,1,-1) (1,2,4)
D (1,2,-1) (1,4,5)
D (2,3,-1) (3,0,2)
D (11,12,-1) (2,1,5)
D (6,-1,-1) (1,2,5)
D (1,-1,-1) (1,2,2)
D (0,1,-1) (5,0,2)
D (13,-1,-1) (5,2,5)
D (11,12,-1) (2,1,2)
D (3,4,5) (0,2,3)
D (11,12,-1) (3,0,5)
D (9,10,-1) (4,3,5)
D (5,6,7) (5,0,5)
D (10,11,12) (3,2,0)
D (12,-1,-1) (4,3,1)
D (0,1,-1) (4,5,5)
D (0,1,2) (2,0,3)
D (2,3,-1) (4,5,3)
D (1,2,-1) (2,2,1)
D (8,9,10) (5,0,4)
D (9,10,11) (3,2,5)
D (10,11,-1) (1,0,1)
D (10,11,12) (1,1,0)
D (1,2,-1) (0,1,2)
D (3,-1,-1) (4,1,0)
D (2,3,-1) (3,3,4)
C 0 11
C 1 23
C 2 24
C 3 6
C 4 26
C 5 15
C 6 19
C 7 20
C 8 16
C 9 9
C 10 19
C 11 5
C 12 25
C 13 13
C 14 26
C 15 12
C 16 20
C 17 25
C 18 0
C 19 3
C 20 26
C 21 4
C 22 24
C 23 11
C 24 9
C 25 18
C 26 10
C 27 21
C 28 19
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 9
C 62 26
C 63 18
C 64 23
C 65 2
C 66 20
C 67 20
C 68 6
C 69 11
C 70 11
C 71 4
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 24
C 97 16
C 98 13
C 99 5
C 100 22
C 101 1
C 102 12
C 103 17
C 104 4
C 105 26
C 106 11
C 107 2
C 108 12
C 109 17
C 110 17
C 111 26
C 112 18
C 113 16
C 114 13
C 115 20
C 116 10
C 117 26
C 118 2
C 119 15
C 120 15
C 121 22
C 122 9
C 123 25
C 124 7
C 125 3
C 126 26
C 127 9
C 128 17
C 129 12
C 130 23
C 131 21
C 132 21
C 133 26
C 134 4
C 135 9
C 136 26
C 137 13
C 138 6
C 139 15
C 140 8
C 141 20
C 142 9
C 143 18
C 144 2
C 145 15
C 146 18
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 12
C 155 21
C 156 19
C 157 9
C 158 26
C 159 21
C 160 1
C 161 11
C 162 6
C 163 0
C 164 0
C 165 0
C 166 11
C 167 11
C 168 21
C 169 14
C 170 12
C 171 4
C 172 14
C 173 0
C 174 22
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 5
C 199 0
C 200 8
C 201 21
C 202 22
C 203 7
C 204 12
C 205 13
C 206 13
C 207 4
C 208 20
C 209 18
C 210 2
C 211 16
C 212 23
C 213 21
C 214 15
C 215 10
C 216 3
C 217 25
C 218 3
C 219 2
C 220 24
C 221 11
C 222 25
C 223 14
C 224 19
C 225 26
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 0
C 308 0
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 0
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
