D (11,12,-1) (4,5,3)
D (12,-1,-1) (3,1,2)
D (7,8,-1) (4,5,4)
D (11,-1,-1) (5,1,5)
D (10,11,12) (2,0,1)
D (12,-1,-1) (1,5,2)
D (9,10,-1) (4,3,3)
D (11,-1,-1) (3,5,3)
D (9,10,11) (2,2,5)
D (9,10,-1) (0,5,2)
D (7,8,9) (0,2,2)
D (11,12,-1) (0,3,3)
D (11,12,-1) (1,1,4)
D (9,-1,-1) (4,0,4)
D (8,9,-1) (5,0,0)
D (8,9,-1) (5,2,3)
D (7,-1,-1) (5,3,3)
C 0 14
C 1 10
C 2 19
C 3 9
C 4 0
C 5 22
C 6 16
C 7 8
C 8 24
C 9 18
C 10 15
C 11 22
C 12 7
C 13 1
C 14 16
C 15 12
C 16 25
C 17 2
C 18 23
C 19 5
C 20 5
C 21 10
C 22 16
C 23 9
C 24 12
C 25 24
C 26 0
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 19
C 60 23
C 61 24
C 62 12
C 63 20
C 64 10
C 65 5
C 66 10
C 67 11
C 68 25
C 69 6
C 70 12
C 71 15
C 72 18
C 73 19
C 74 19
C 75 21
C 76 10
C 77 11
C 78 9
C 79 24
C 80 1
C 81 2
C 82 22
C 83 25
C 84 4
C 85 8
C 86 5
C 87 20
C 88 17
C 89 6
C 90 7
C 91 23
C 92 12
C 93 24
C 94 15
C 95 10
C 96 0
C 97 0
C 98 23
C 99 2
C 100 24
C 101 25
C 102 15
C 103 5
C 104 21
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 18
C 308 25
C 309 25
C 310 6
C 311 7
C 312 7
C 313 12
C 314 1
C 315 21
C 316 18
C 317 2
C 318 16
C 319 12
C 320 4
C 321 24
C 322 6
C 323 5
C 324 2
C 325 15
C 326 24
C 327 12
C 328 0
C 329 26
C 330 8
C 331 15
C 332 19
C 333 19
C 334 26
C 335 19
C 336 16
C 337 12
C 338 19
C 339 4
C 340 7
C 341 20
C 342 8
C 343 2
C 344 1
C 345 6
C 346 4
C 347 8
C 348 14
C 349 16
C 350 5
I 0 3 15 (3,3,1) (-1,-1,1,0)|(1,-1,0,0)|(0,1,-1,0)|(1,-1,-1,0)|(0,0,0,0)
I 3 2 20 (0,5,0) (1,1,-1,0)
I 1 1 16 (2,2,4) (-1,0,-1,0)|(0,0,-1,0)|(0,1,1,0)|(1,1,-1,0)
