D (11,12,-1) (4,4,1)
D (7,8,9) (1,0,0)
D (11,12,-1) (5,3,5)
D (11,-1,-1) (3,0,5)
D (9,-1,-1) (0,5,0)
D (7,8,9) (4,0,2)
D (11,12,-1) (0,0,3)
D (7,8,9) (1,3,1)
D (7,8,-1) (5,2,0)
D (12,-1,-1) (1,2,4)
D (7,8,9) (0,2,2)
D (12,-1,-1) (3,0,1)
D (11,12,-1) (0,2,4)
D (10,11,12) (2,4,3)
D (8,-1,-1) (2,5,3)
D (10,-1,-1) (0,5,4)
D (8,9,10) (3,3,1)
D (11,-1,-1) (0,4,2)
D (9,-1,-1) (5,3,0)
D (10,11,-1) (2,3,0)
D (10,-1,-1) (0,0,5)
D (10,11,-1) (4,5,4)
D (7,-1,-1) (1,5,3)
D (10,11,-1) (4,1,1)
D (11,-1,-1) (3,1,2)
D (10,11,12) (2,3,3)
D (9,10,-1) (0,1,0)
C 0 15
C 1 10
C 2 11
C 3 20
C 4 0
C 5 2
C 6 18
C 7 22
C 8 24
C 9 0
C 10 5
C 11 10
C 12 8
C 13 9
C 14 16
C 15 9
C 16 9
C 17 25
C 18 7
C 19 2
C 20 12
C 21 26
C 22 0
C 23 4
C 24 3
C 25 9
C 26 18
C 27 14
C 28 15
C 29 24
C 30 3
C 31 0
C 32 7
C 33 17
C 34 24
C 35 14
C 36 6
C 37 5
C 38 11
C 39 4
C 40 16
C 41 21
C 42 10
C 43 18
C 44 2
C 45 1
C 46 14
C 47 20
C 48 10
C 49 5
C 50 9
C 51 6
C 52 17
C 53 25
C 54 9
C 55 22
C 56 26
C 57 22
C 58 9
C 59 0
C 60 7
C 61 17
C 62 25
C 63 26
C 64 6
C 65 25
C 66 2
C 67 20
C 68 8
C 69 26
C 70 3
C 71 8
C 72 18
C 73 16
C 74 2
C 75 9
C 76 23
C 77 6
C 78 18
C 79 24
C 80 22
C 81 15
C 82 22
C 83 6
C 84 2
C 85 11
C 86 2
C 87 3
C 88 9
C 89 3
C 90 9
C 91 6
C 92 12
C 93 12
C 94 22
C 95 22
C 96 22
C 97 4
C 98 24
C 99 5
C 100 26
C 101 20
C 102 3
C 103 4
C 104 6
C 105 5
C 106 20
C 107 0
C 108 17
C 109 20
C 110 8
C 111 22
C 112 17
C 113 8
C 114 21
C 115 1
C 116 10
C 117 9
C 118 8
C 119 2
C 120 24
C 121 9
C 122 19
C 123 22
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 19
C 160 10
C 161 11
C 162 25
C 163 23
C 164 23
C 165 3
C 166 3
C 167 23
C 168 8
C 169 18
C 170 4
C 171 12
C 172 26
C 173 18
C 174 4
C 175 26
C 176 18
C 177 8
C 178 2
C 179 7
C 180 12
C 181 5
C 182 15
C 183 12
C 184 22
C 185 1
C 186 16
C 187 18
C 188 1
C 189 5
C 190 19
C 191 1
C 192 8
C 193 19
C 194 19
C 195 22
C 196 19
C 197 11
C 198 2
C 199 21
C 200 7
C 201 20
C 202 25
C 203 18
C 204 15
C 205 18
C 206 16
C 207 0
C 208 20
C 209 9
C 210 9
C 211 23
C 212 24
C 213 0
C 214 14
C 215 14
C 216 15
C 217 24
C 218 0
C 219 4
C 220 3
C 221 24
C 222 3
C 223 21
C 224 2
C 225 5
C 226 12
C 227 4
C 228 16
C 229 5
C 230 5
C 231 10
C 232 9
C 233 3
C 234 24
C 235 0
C 236 22
C 237 16
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 0
C 308 0
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 0
C 321 12
C 322 25
C 323 21
C 324 24
C 325 2
C 326 18
C 327 19
C 328 24
C 329 20
C 330 10
C 331 21
C 332 23
C 333 23
C 334 21
C 335 15
C 336 9
C 337 18
C 338 10
C 339 2
C 340 23
C 341 20
C 342 10
C 343 19
C 344 9
C 345 1
C 346 19
C 347 19
C 348 15
C 349 5
C 350 22
I 3 2 2 (4,0,4) (0,0,1,0)
I 0 2 16 (2,2,4) (-1,0,-1,0)
I 5 3 16 (2,3,4) (-1,1,0,0)
