D (11,12,-1) (3,5,1)
D (8,9,10) (2,4,0)
D (7,8,-1) (5,4,5)
D (10,11,-1) (1,2,5)
D (10,-1,-1) (2,2,3)
D (10,11,12) (2,2,4)
D (11,-1,-1) (1,1,4)
D (10,11,12) (1,2,1)
D (10,11,-1) (1,0,3)
D (8,9,-1) (5,4,0)
D (9,10,11) (5,2,5)
D (7,8,9) (2,5,1)
D (7,-1,-1) (2,0,0)
D (11,-1,-1) (0,3,3)
D (10,11,-1) (5,4,1)
D (8,9,-1) (3,0,5)
D (10,11,-1) (1,5,0)
D (8,9,10) (0,5,0)
D (7,8,9) (3,1,2)
D (11,12,-1) (1,0,1)
D (9,10,11) (0,1,3)
D (9,10,-1) (5,2,2)
D (10,11,-1) (2,3,4)
D (9,10,-1) (0,1,0)
D (10,11,12) (2,3,0)
D (10,11,12) (2,1,2)
D (10,-1,-1) (4,4,1)
C 0 2
C 1 0
C 2 25
C 3 24
C 4 9
C 5 15
C 6 0
C 7 0
C 8 12
C 9 8
C 10 7
C 11 7
C 12 14
C 13 1
C 14 24
C 15 5
C 16 12
C 17 2
C 18 2
C 19 26
C 20 14
C 21 8
C 22 9
C 23 19
C 24 15
C 25 17
C 26 24
C 27 4
C 28 10
C 29 23
C 30 0
C 31 9
C 32 25
C 33 19
C 34 6
C 35 6
C 36 2
C 37 14
C 38 16
C 39 6
C 40 16
C 41 8
C 42 22
C 43 5
C 44 19
C 45 24
C 46 9
C 47 14
C 48 14
C 49 16
C 50 18
C 51 24
C 52 21
C 53 2
C 54 1
C 55 0
C 56 7
C 57 16
C 58 12
C 59 0
C 60 9
C 61 18
C 62 25
C 63 4
C 64 21
C 65 19
C 66 17
C 67 1
C 68 12
C 69 26
C 70 15
C 71 22
C 72 19
C 73 14
C 74 5
C 75 6
C 76 15
C 77 9
C 78 2
C 79 25
C 80 16
C 81 16
C 82 18
C 83 20
C 84 4
C 85 16
C 86 3
C 87 20
C 88 16
C 89 10
C 90 1
C 91 10
C 92 1
C 93 9
C 94 14
C 95 18
C 96 1
C 97 12
C 98 12
C 99 25
C 100 6
C 101 16
C 102 8
C 103 20
C 104 24
C 105 6
C 106 8
C 107 1
C 108 23
C 109 21
C 110 14
C 111 18
C 112 22
C 113 5
C 114 12
C 115 20
C 116 18
C 117 22
C 118 2
C 119 26
C 120 1
C 121 19
C 122 1
C 123 12
C 124 23
C 125 14
C 126 9
C 127 10
C 128 23
C 129 19
C 130 24
C 131 3
C 132 22
C 133 24
C 134 5
C 135 14
C 136 1
C 137 10
C 138 15
C 139 2
C 140 26
C 141 26
C 142 5
C 143 0
C 144 22
C 145 23
C 146 20
C 147 18
C 148 3
C 149 6
C 150 24
C 151 6
C 152 8
C 153 17
C 154 19
C 155 12
C 156 21
C 157 16
C 158 9
C 159 24
C 160 23
C 161 8
C 162 16
C 163 15
C 164 19
C 165 25
C 166 2
C 167 21
C 168 10
C 169 25
C 170 23
C 171 16
C 172 11
C 173 19
C 174 14
C 175 24
C 176 10
C 177 1
C 178 4
C 179 22
C 180 26
C 181 5
C 182 15
C 183 3
C 184 7
C 185 10
C 186 18
C 187 25
C 188 3
C 189 1
C 190 1
C 191 6
C 192 3
C 193 16
C 194 9
C 195 11
C 196 22
C 197 1
C 198 10
C 199 26
C 200 0
C 201 5
C 202 18
C 203 9
C 204 25
C 205 22
C 206 16
C 207 16
C 208 19
C 209 5
C 210 6
C 211 12
C 212 25
C 213 16
C 214 1
C 215 19
C 216 5
C 217 2
C 218 15
C 219 14
C 220 21
C 221 12
C 222 11
C 223 6
C 224 12
C 225 10
C 226 16
C 227 4
C 228 16
C 229 16
C 230 20
C 231 6
C 232 19
C 233 1
C 234 3
C 235 3
C 236 6
C 237 14
C 238 12
C 239 14
C 240 18
C 241 0
C 242 5
C 243 23
C 244 16
C 245 1
C 246 25
C 247 2
C 248 26
C 249 9
C 250 24
C 251 10
C 252 7
C 253 11
C 254 14
C 255 14
C 256 6
C 257 9
C 258 25
C 259 22
C 260 12
C 261 4
C 262 4
C 263 12
C 264 15
C 265 1
C 266 26
C 267 17
C 268 7
C 269 17
C 270 5
C 271 21
C 272 23
C 273 19
C 274 5
C 275 4
C 276 17
C 277 6
C 278 20
C 279 23
C 280 17
C 281 5
C 282 26
C 283 16
C 284 26
C 285 26
C 286 5
C 287 9
C 288 21
C 289 6
C 290 8
C 291 1
C 292 15
C 293 26
C 294 20
C 295 21
C 296 26
C 297 2
C 298 7
C 299 7
C 300 12
C 301 17
C 302 9
C 303 2
C 304 16
C 305 16
C 306 10
C 307 6
C 308 16
C 309 14
C 310 20
C 311 0
C 312 5
C 313 14
C 314 4
C 315 11
C 316 24
C 317 17
C 318 26
C 319 25
C 320 14
C 321 4
C 322 12
C 323 19
C 324 24
C 325 10
C 326 12
C 327 3
C 328 1
C 329 2
C 330 3
C 331 10
C 332 25
C 333 18
C 334 26
C 335 26
C 336 6
C 337 1
C 338 6
C 339 11
C 340 7
C 341 10
C 342 7
C 343 7
C 344 22
C 345 23
C 346 15
C 347 10
C 348 17
C 349 4
C 350 17
I 4 2 18 (1,2,1) (0,1,0,0)
I 1 3 20 (3,2,1) (0,0,1,0)|(0,-1,-1,0)|(-1,0,-1,0)|(1,0,1,0)|(0,1,-1,0)
