D (11,12,-1) (3,0,2)
D (10,11,12) (1,1,0)
D (7,8,9) (4,2,1)
D (7,-1,-1) (3,4,2)
D (7,8,-1) (4,2,4)
D (7,8,9) (5,2,3)
D (12,-1,-1) (0,5,4)
D (11,12,-1) (5,1,1)
D (11,12,-1) (4,2,0)
D (8,9,10) (2,5,5)
D (11,12,-1) (0,5,3)
D (11,-1,-1) (2,5,4)
D (8,-1,-1) (1,2,3)
D (7,8,-1) (5,0,0)
D (8,-1,-1) (4,2,3)
D (7,-1,-1) (1,2,1)
D (7,8,-1) (3,3,2)
D (10,11,-1) (5,4,4)
D (7,-1,-1) (0,4,0)
D (12,-1,-1) (1,1,1)
D (11,12,-1) (2,5,1)
D (12,-1,-1) (5,5,4)
D (8,-1,-1) (2,3,3)
D (8,9,-1) (1,5,2)
D (12,-1,-1) (0,4,2)
D (12,-1,-1) (1,4,1)
D (10,11,-1) (5,1,5)
D (10,11,12) (5,4,5)
D (9,-1,-1) (0,2,3)
D (10,11,12) (2,0,2)
D (7,-1,-1) (0,3,4)
D (9,10,-1) (1,3,5)
D (12,-1,-1) (2,2,3)
D (9,10,11) (1,3,4)
D (8,9,10) (1,2,0)
D (7,8,-1) (3,5,3)
D (7,8,-1) (0,0,5)
D (8,9,-1) (4,3,1)
C 0 8
C 1 0
C 2 7
C 3 25
C 4 3
C 5 10
C 6 0
C 7 5
C 8 15
C 9 1
C 10 25
C 11 1
C 12 3
C 13 8
C 14 15
C 15 6
C 16 20
C 17 19
C 18 14
C 19 5
C 20 10
C 21 18
C 22 6
C 23 9
C 24 4
C 25 17
C 26 22
C 27 10
C 28 12
C 29 12
C 30 24
C 31 20
C 32 26
C 33 3
C 34 6
C 35 5
C 36 12
C 37 26
C 38 25
C 39 21
C 40 22
C 41 17
C 42 0
C 43 24
C 44 15
C 45 26
C 46 6
C 47 1
C 48 15
C 49 4
C 50 0
C 51 1
C 52 2
C 53 4
C 54 15
C 55 4
C 56 21
C 57 8
C 58 24
C 59 9
C 60 15
C 61 4
C 62 19
C 63 26
C 64 3
C 65 5
C 66 20
C 67 5
C 68 18
C 69 1
C 70 7
