D (7,8,-1) (1,0,3)
D (12,-1,-1) (5,3,2)
D (10,11,12) (1,2,2)
D (7,8,9) (2,2,4)
D (12,-1,-1) (5,0,0)
C 0 16
C 1 17
C 2 15
C 3 21
C 4 24
C 5 16
C 6 4
C 7 9
C 8 17
C 9 12
C 10 19
C 11 1
C 12 1
C 13 10
C 14 2
C 15 24
C 16 6
C 17 18
C 18 11
C 19 26
C 20 24
C 21 2
C 22 12
C 23 25
C 24 22
C 25 2
C 26 3
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 0
C 62 0
C 63 0
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 12
C 159 8
C 160 21
C 161 18
C 162 22
C 163 26
C 164 9
C 165 5
C 166 17
C 167 7
C 168 15
C 169 1
C 170 3
C 171 18
C 172 2
C 173 6
C 174 10
C 175 9
C 176 24
C 177 6
C 178 6
C 179 2
C 180 7
C 181 1
C 182 24
C 183 15
C 184 9
C 185 1
C 186 1
C 187 26
C 188 15
C 189 14
C 190 19
C 191 22
C 192 4
C 193 15
C 194 1
C 195 3
C 196 24
C 197 5
C 198 12
C 199 15
C 200 4
C 201 10
C 202 0
C 203 4
C 204 23
C 205 2
C 206 15
C 207 15
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 3
C 283 25
C 284 10
C 285 5
C 286 23
C 287 11
C 288 21
C 289 9
C 290 14
C 291 25
C 292 25
C 293 8
C 294 15
C 295 11
C 296 19
C 297 14
C 298 25
C 299 2
C 300 4
C 301 21
C 302 21
C 303 8
C 304 3
C 305 17
C 306 4
C 307 26
C 308 24
C 309 10
C 310 18
C 311 23
C 312 2
C 313 14
C 314 5
C 315 6
C 316 11
C 317 23
C 318 11
C 319 18
C 320 16
C 321 24
C 322 25
C 323 2
C 324 17
C 325 16
C 326 8
C 327 2
C 328 0
C 329 23
C 330 25
C 331 0
C 332 22
C 333 22
C 334 17
C 335 19
C 336 10
C 337 10
C 338 16
C 339 0
C 340 3
C 341 12
C 342 20
C 343 11
C 344 9
C 345 11
C 346 6
C 347 3
C 348 17
C 349 19
C 350 5
I 1 1 12 (0,5,5) (1,0,-1,0)
I 2 1 7 (0,3,3) (1,1,0,0)
I 5 2 9 (3,2,5) (-1,0,-1,0)|(0,1,-1,0)|(0,0,-1,0)
