D (10,11,-1) (5,5,1)
D (7,8,-1) (5,5,0)
D (8,9,10) (5,2,5)
D (8,9,10) (1,4,4)
D (7,8,-1) (3,1,2)
D (9,10,11) (3,0,1)
D (7,8,9) (2,2,4)
D (9,10,11) (3,1,5)
D (9,10,11) (4,5,0)
D (7,8,9) (2,5,4)
D (8,-1,-1) (1,5,2)
D (7,-1,-1) (2,2,5)
D (12,-1,-1) (5,0,3)
D (11,12,-1) (2,2,0)
D (8,9,-1) (1,2,4)
D (7,8,9) (0,5,3)
D (10,11,12) (3,2,1)
D (12,-1,-1) (1,1,4)
D (9,-1,-1) (1,2,3)
D (8,-1,-1) (5,3,3)
D (9,-1,-1) (4,0,4)
D (7,8,9) (2,3,1)
D (10,-1,-1) (4,1,4)
D (10,11,-1) (1,5,4)
D (11,12,-1) (1,3,2)
D (8,9,-1) (4,0,5)
D (12,-1,-1) (3,0,0)
D (7,8,9) (2,3,4)
D (11,12,-1) (1,0,5)
D (7,8,-1) (4,4,0)
D (7,8,-1) (5,2,2)
D (9,10,11) (0,4,2)
D (8,-1,-1) (4,4,4)
D (8,-1,-1) (4,2,4)
C 0 6
C 1 21
C 2 18
C 3 10
C 4 1
C 5 21
C 6 14
C 7 22
C 8 14
C 9 21
C 10 5
C 11 18
C 12 24
C 13 24
C 14 22
C 15 23
C 16 2
C 17 10
C 18 23
C 19 10
C 20 19
C 21 15
C 22 5
C 23 15
C 24 25
C 25 19
C 26 23
C 27 0
C 28 3
C 29 20
C 30 0
C 31 24
C 32 15
C 33 10
C 34 2
C 35 0
C 36 8
C 37 24
C 38 16
C 39 19
C 40 15
C 41 26
C 42 1
C 43 8
C 44 3
C 45 22
C 46 5
C 47 12
C 48 6
C 49 17
C 50 14
C 51 2
C 52 2
C 53 15
C 54 3
C 55 16
C 56 20
C 57 3
C 58 2
C 59 12
C 60 14
C 61 5
C 62 16
C 63 21
C 64 22
C 65 26
C 66 12
C 67 12
C 68 10
C 69 8
C 70 16
C 71 9
C 72 9
C 73 10
C 74 14
C 75 16
C 76 10
C 77 26
C 78 20
C 79 3
C 80 6
C 81 16
C 82 8
C 83 4
C 84 19
C 85 16
C 86 22
C 87 18
C 88 19
C 89 8
C 90 20
C 91 23
C 92 25
C 93 9
C 94 5
C 95 22
C 96 26
C 97 16
C 98 26
C 99 4
C 100 3
C 101 15
C 102 12
C 103 9
C 104 9
C 105 16
C 106 19
C 107 10
C 108 11
C 109 15
C 110 16
C 111 5
C 112 7
C 113 4
C 114 6
C 115 17
C 116 17
C 117 0
C 118 5
C 119 24
C 120 5
C 121 0
C 122 6
C 123 1
C 124 15
C 125 1
C 126 4
C 127 12
C 128 2
C 129 19
C 130 5
C 131 18
C 132 26
C 133 14
C 134 10
C 135 26
C 136 18
C 137 18
C 138 25
C 139 18
C 140 24
C 141 25
C 142 14
C 143 14
C 144 7
C 145 7
C 146 8
C 147 21
C 148 0
C 149 3
C 150 25
C 151 9
C 152 2
C 153 0
C 154 15
C 155 9
C 156 7
C 157 2
C 158 22
C 159 6
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 3
C 196 26
C 197 25
C 198 0
C 199 6
C 200 1
C 201 21
C 202 17
C 203 3
C 204 16
C 205 11
C 206 16
C 207 3
C 208 10
C 209 18
C 210 20
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 0
C 308 0
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 0
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 17
C 332 14
C 333 9
C 334 23
C 335 5
C 336 22
C 337 11
C 338 3
C 339 10
C 340 23
C 341 1
C 342 9
C 343 25
C 344 25
C 345 18
C 346 9
C 347 15
C 348 16
C 349 24
C 350 10
I 5 1 10 (2,4,4) (-1,1,1,0)
I 0 3 1 (0,0,5) (1,1,0,0)|(0,1,1,0)|(1,1,0,0)
I 0 2 5 (5,5,5) (0,-1,0,0)
