D (9,10,-1) (1,3,0)
D (8,9,-1) (1,5,1)
D (12,-1,-1) (2,3,3)
D (7,8,-1) (2,2,3)
D (10,11,-1) (2,1,5)
D (9,-1,-1) (3,0,1)
D (11,12,-1) (4,0,5)
D (10,11,12) (5,2,4)
D (12,-1,-1) (4,5,0)
D (11,-1,-1) (0,3,5)
D (10,11,-1) (2,1,2)
D (7,8,-1) (1,0,5)
D (7,8,9) (0,3,3)
D (12,-1,-1) (1,4,3)
D (8,-1,-1) (2,1,4)
D (8,9,-1) (5,3,1)
D (9,-1,-1) (5,5,1)
D (7,-1,-1) (5,3,4)
D (11,12,-1) (3,0,2)
D (10,-1,-1) (0,3,0)
D (7,8,9) (4,5,3)
D (9,10,-1) (3,0,4)
D (10,11,12) (1,2,1)
D (7,8,9) (1,1,4)
D (7,8,9) (0,5,4)
D (10,11,12) (3,4,3)
D (8,9,-1) (4,5,5)
D (11,12,-1) (3,0,3)
D (12,-1,-1) (1,0,3)
D (10,-1,-1) (4,1,1)
D (11,12,-1) (0,5,3)
D (11,-1,-1) (3,3,5)
C 0 21
C 1 20
C 2 0
C 3 5
C 4 0
C 5 19
C 6 9
C 7 24
C 8 9
C 9 12
C 10 21
C 11 16
C 12 21
C 13 16
C 14 21
C 15 25
C 16 21
C 17 23
C 18 26
C 19 15
C 20 0
C 21 16
C 22 16
C 23 20
C 24 20
C 25 21
C 26 2
C 27 24
C 28 4
C 29 2
C 30 1
C 31 15
C 32 23
C 33 4
C 34 14
C 35 1
C 36 4
C 37 17
C 38 1
C 39 25
C 40 8
C 41 5
C 42 10
C 43 15
C 44 21
C 45 7
C 46 23
C 47 19
C 48 12
C 49 15
C 50 16
C 51 11
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 9
C 61 19
C 62 4
C 63 12
C 64 0
C 65 14
C 66 3
C 67 17
C 68 3
C 69 9
C 70 1
C 71 23
C 72 3
C 73 12
C 74 10
C 75 24
C 76 2
C 77 6
C 78 16
C 79 22
C 80 25
C 81 4
C 82 9
C 83 24
C 84 23
C 85 2
C 86 11
C 87 23
C 88 18
C 89 19
C 90 19
C 91 19
C 92 20
C 93 2
C 94 0
C 95 10
C 96 17
C 97 5
C 98 26
C 99 25
C 100 1
C 101 22
C 102 8
C 103 9
C 104 17
C 105 12
C 106 26
C 107 14
C 108 2
C 109 6
C 110 5
C 111 4
C 112 6
C 113 11
C 114 2
C 115 6
C 116 14
C 117 0
C 118 1
C 119 26
C 120 24
C 121 12
C 122 25
C 123 24
C 124 26
C 125 26
C 126 18
C 127 7
C 128 10
C 129 11
C 130 16
C 131 7
C 132 10
C 133 15
C 134 24
C 135 0
C 136 4
C 137 21
C 138 17
C 139 22
C 140 4
C 141 2
C 142 6
C 143 4
C 144 24
C 145 4
C 146 9
C 147 9
C 148 16
C 149 11
C 150 22
C 151 5
C 152 15
C 153 17
C 154 15
C 155 4
C 156 14
C 157 8
C 158 25
C 159 10
C 160 5
C 161 10
C 162 15
C 163 12
C 164 19
C 165 14
C 166 0
C 167 17
C 168 25
C 169 8
C 170 15
C 171 24
C 172 12
C 173 19
C 174 5
C 175 6
C 176 10
C 177 9
C 178 4
C 179 19
C 180 11
C 181 7
C 182 15
C 183 12
C 184 7
C 185 12
C 186 12
C 187 12
C 188 10
C 189 8
C 190 17
C 191 20
C 192 15
C 193 2
C 194 4
C 195 17
C 196 6
C 197 0
C 198 26
C 199 9
C 200 3
C 201 15
C 202 14
C 203 25
C 204 17
C 205 20
C 206 6
C 207 21
C 208 4
C 209 10
C 210 19
C 211 21
C 212 9
C 213 11
C 214 0
C 215 16
C 216 24
C 217 7
C 218 20
C 219 26
C 220 25
C 221 1
C 222 21
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 16
C 279 12
C 280 17
C 281 9
C 282 9
C 283 20
C 284 14
C 285 12
C 286 24
C 287 16
C 288 23
C 289 12
C 290 25
C 291 9
C 292 0
C 293 17
C 294 24
C 295 3
C 296 9
C 297 23
C 298 21
C 299 5
C 300 8
C 301 17
C 302 23
C 303 9
C 304 24
C 305 5
C 306 15
C 307 5
C 308 18
C 309 6
C 310 21
C 311 1
C 312 19
C 313 6
C 314 9
C 315 7
C 316 18
C 317 12
C 318 5
C 319 6
C 320 14
C 321 23
C 322 22
C 323 10
C 324 8
C 325 19
C 326 1
C 327 10
C 328 21
C 329 20
C 330 20
C 331 21
C 332 3
C 333 1
C 334 17
C 335 6
C 336 7
C 337 18
C 338 14
C 339 19
C 340 11
C 341 5
C 342 7
C 343 16
C 344 22
C 345 24
C 346 10
C 347 22
C 348 3
C 349 25
C 350 18
I 2 2 10 (1,0,2) (-1,1,1,0)|(0,1,-1,0)
I 2 1 19 (2,4,1) (1,-1,1,0)
I 0 3 16 (2,5,3) (1,0,-1,0)|(-1,0,1,0)
