D (7,8,-1) (4,2,4)
D (8,9,-1) (2,2,2)
D (11,12,-1) (4,2,2)
D (10,-1,-1) (3,2,0)
D (12,-1,-1) (3,1,1)
D (11,12,-1) (4,1,1)
D (7,8,9) (2,2,4)
D (11,-1,-1) (3,4,1)
D (10,11,-1) (2,2,3)
D (8,-1,-1) (3,5,4)
D (9,10,11) (4,3,1)
D (9,-1,-1) (2,3,0)
D (11,12,-1) (3,3,2)
D (8,9,10) (3,3,0)
D (9,10,11) (0,3,4)
D (12,-1,-1) (3,0,2)
D (8,-1,-1) (4,5,4)
D (9,-1,-1) (3,5,0)
D (11,-1,-1) (4,4,1)
D (9,10,-1) (4,5,2)
D (8,9,-1) (2,0,2)
D (10,11,-1) (5,1,0)
D (11,-1,-1) (4,2,0)
D (10,11,-1) (3,4,0)
C 0 23
C 1 6
C 2 3
C 3 14
C 4 7
C 5 20
C 6 20
C 7 11
C 8 15
C 9 8
C 10 12
C 11 4
C 12 22
C 13 8
C 14 0
C 15 10
C 16 7
C 17 25
C 18 20
C 19 21
C 20 2
C 21 23
C 22 19
C 23 8
C 24 15
C 25 16
C 26 26
C 27 21
C 28 3
C 29 19
C 30 17
C 31 9
C 32 9
C 33 23
C 34 26
C 35 19
C 36 2
C 37 14
C 38 3
C 39 2
C 40 21
C 41 24
C 42 11
C 43 6
C 44 1
C 45 3
C 46 8
C 47 1
C 48 26
C 49 14
C 50 5
C 51 3
C 52 22
C 53 3
C 54 10
C 55 1
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 0
C 62 0
C 63 0
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 16
C 256 10
C 257 11
C 258 14
C 259 18
C 260 6
C 261 3
C 262 10
C 263 9
C 264 14
C 265 17
C 266 16
C 267 8
C 268 16
C 269 22
C 270 17
C 271 20
C 272 17
C 273 7
C 274 9
C 275 22
C 276 9
C 277 18
C 278 0
C 279 12
C 280 21
C 281 7
C 282 21
C 283 5
C 284 2
C 285 4
C 286 11
C 287 5
C 288 11
C 289 24
C 290 2
C 291 14
C 292 25
C 293 14
C 294 10
C 295 5
C 296 21
C 297 4
C 298 25
C 299 24
C 300 25
C 301 6
C 302 14
C 303 12
C 304 23
C 305 1
C 306 9
C 307 22
C 308 11
C 309 16
C 310 22
C 311 16
C 312 15
C 313 8
C 314 12
C 315 23
C 316 7
C 317 4
C 318 8
C 319 12
C 320 1
C 321 7
C 322 16
C 323 20
C 324 17
C 325 20
C 326 11
C 327 3
C 328 22
C 329 1
C 330 9
C 331 17
C 332 6
C 333 15
C 334 18
C 335 15
C 336 17
C 337 19
C 338 19
C 339 4
C 340 5
C 341 5
C 342 11
C 343 17
C 344 14
C 345 19
C 346 26
C 347 21
C 348 3
C 349 23
C 350 21
I 2 3 20 (5,2,3) (1,0,-1,0)
I 0 2 3 (4,0,2) (-1,1,1,0)|(-1,0,0,0)|(1,-1,0,0)
I 2 3 13 (4,4,1) (0,-1,0,0)
