D (12,13,-1) (3,1,3)
D (10,11,12) (0,2,1)
D (7,8,-1) (5,1,5)
D (7,-1,-1) (3,3,3)
D (13,-1,-1) (5,1,0)
D (13,-1,-1) (0,2,3)
D (12,13,-1) (3,5,1)
D (9,10,-1) (2,4,4)
D (13,-1,-1) (4,1,2)
D (9,10,11) (5,0,3)
D (11,-1,-1) (2,4,3)
D (12,13,-1) (5,0,5)
D (8,9,-1) (4,3,4)
D (11,12,-1) (5,2,1)
D (13,-1,-1) (4,4,2)
D (13,-1,-1) (5,4,4)
D (6,7,8) (4,2,4)
D (8,9,10) (4,0,4)
D (7,-1,-1) (5,3,2)
D (8,9,-1) (5,3,3)
D (6,7,8) (3,5,3)
D (7,8,-1) (2,1,2)
D (6,-1,-1) (4,4,3)
D (7,-1,-1) (5,5,1)
D (10,11,12) (5,4,2)
D (11,12,-1) (0,5,1)
D (13,-1,-1) (0,3,1)
D (7,-1,-1) (3,2,5)
D (8,9,-1) (0,3,5)
D (6,7,8) (3,5,5)
D (11,12,13) (5,3,0)
D (13,-1,-1) (0,4,2)
D (12,13,-1) (4,3,3)
D (12,13,-1) (1,3,0)
D (9,10,11) (2,4,1)
D (9,10,-1) (5,2,3)
D (7,-1,-1) (2,1,4)
D (13,-1,-1) (1,1,0)
D (7,-1,-1) (0,5,0)
D (7,8,9) (4,1,5)
C 0 6
C 1 0
C 2 0
C 3 0
C 4 0
C 5 0
C 6 0
C 7 0
C 8 0
C 9 0
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 0
C 17 0
C 18 0
C 19 0
C 20 0
C 21 0
C 22 0
C 23 0
C 24 0
C 25 0
C 26 0
C 27 0
C 28 0
C 29 0
C 30 6
C 31 7
C 32 9
C 33 23
C 34 12
C 35 16
C 36 5
C 37 25
C 38 5
C 39 25
C 40 9
C 41 7
C 42 1
C 43 19
C 44 3
C 45 14
C 46 23
C 47 2
C 48 19
C 49 2
C 50 23
C 51 23
C 52 20
C 53 4
C 54 18
C 55 14
