D (12,13,-1) (2,1,0)
D (12,-1,-1) (0,1,3)
D (9,10,-1) (5,3,0)
D (7,8,-1) (0,3,5)
D (11,12,13) (3,2,1)
D (6,7,8) (5,1,2)
D (12,13,-1) (0,0,2)
D (7,8,9) (2,2,5)
D (11,12,-1) (4,5,3)
D (12,13,-1) (4,3,4)
D (6,7,-1) (5,4,3)
D (8,9,10) (5,5,4)
D (8,9,10) (2,4,3)
D (13,-1,-1) (5,1,5)
D (11,12,13) (3,0,5)
D (9,10,11) (5,0,4)
D (13,-1,-1) (3,0,4)
D (13,-1,-1) (4,5,2)
D (10,11,-1) (0,0,3)
D (11,12,13) (1,0,1)
D (9,10,11) (1,4,2)
D (11,12,-1) (4,3,2)
D (9,10,-1) (4,0,1)
D (8,9,11) (4,0,2)
C 0 0
C 1 0
C 2 0
C 3 0
C 4 0
C 5 0
C 6 0
C 7 0
C 8 0
C 9 0
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 8
C 17 0
C 18 0
C 19 0
C 20 0
C 21 0
C 22 0
C 23 0
C 24 0
C 25 0
C 26 0
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 0
C 62 0
C 63 0
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 16
C 214 20
C 215 0
C 216 1
C 217 8
C 218 14
C 219 19
C 220 6
C 221 25
C 222 11
C 223 20
C 224 15
C 225 16
C 226 6
C 227 1
C 228 3
C 229 20
C 230 5
C 231 19
C 232 20
C 233 15
C 234 1
C 235 19
C 236 21
C 237 21
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 24
C 299 0
C 300 7
C 301 19
C 302 7
C 303 3
C 304 4
C 305 7
C 306 15
C 307 10
C 308 15
C 309 8
C 310 4
C 311 19
C 312 7
C 313 5
C 314 25
C 315 6
C 316 2
C 317 16
C 318 25
C 319 0
C 320 1
C 321 16
C 322 0
C 323 16
C 324 2
C 325 7
C 326 9
C 327 0
C 328 22
C 329 21
C 330 17
C 331 14
C 332 1
C 333 9
C 334 12
C 335 2
C 336 21
C 337 7
C 338 12
C 339 22
C 340 5
C 341 22
C 342 16
C 343 15
C 344 4
C 345 22
C 346 17
C 347 18
C 348 2
C 349 14
C 350 0
C 351 21
C 352 2
C 353 4
C 354 18
C 355 1
C 356 7
C 357 26
C 358 17
C 359 16
C 360 7
C 361 17
C 362 1
C 363 22
C 364 3
C 365 12
C 366 15
C 367 8
C 368 20
C 369 2
C 370 24
C 371 23
C 372 0
C 373 6
C 374 18
C 375 18
C 376 8
C 377 0
I 3 3 11 (2,2,4) (1,-1,1,0)|(0,1,0,0)|(1,1,0,0)
I 0 1 14 (4,0,3) (0,1,-1,0)|(1,0,0,0)|(-1,-1,0,0)
I 4 1 12 (2,4,4) (-1,0,0,0)
