D (10,11,-1) (1,2,3)
D (9,10,-1) (5,0,1)
D (8,9,10) (1,0,3)
D (7,11,12) (4,4,2)
D (9,10,-1) (0,2,3)
D (7,8,-1) (2,2,0)
D (9,-1,-1) (1,4,1)
D (11,12,13) (3,1,5)
D (10,10,-1) (4,3,3)
D (8,9,10) (0,5,0)
D (10,11,12) (2,0,1)
D (11,12,13) (4,3,2)
D (11,12,13) (0,0,5)
D (6,7,8) (4,0,3)
D (11,12,13) (1,2,4)
D (6,7,8) (4,5,5)
D (8,9,10) (3,1,1)
D (9,10,-1) (0,1,5)
D (6,7,8) (1,3,0)
D (10,-1,-1) (4,2,3)
D (12,13,-1) (3,2,4)
C 0 9
C 1 24
C 2 3
C 3 26
C 4 5
C 5 11
C 6 21
C 7 11
C 8 14
C 9 25
C 10 8
C 11 6
C 12 19
C 13 3
C 14 21
C 15 2
C 16 21
C 17 5
C 18 8
C 19 2
C 20 12
C 21 19
C 22 12
C 23 0
C 24 0
C 25 0
C 26 0
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 18
C 40 3
C 41 20
C 42 20
C 43 18
C 44 5
C 45 24
C 46 12
C 47 7
C 48 4
C 49 7
C 50 21
C 51 23
C 52 16
C 53 20
C 54 18
C 55 4
C 56 8
C 57 3
C 58 24
C 59 8
C 60 22
C 61 10
C 62 19
C 63 22
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 8
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 18
C 92 17
C 93 10
C 94 8
C 95 7
C 96 12
C 97 10
C 98 5
C 99 2
C 100 25
C 101 24
C 102 0
C 103 11
C 104 14
C 105 24
C 106 25
C 107 8
C 108 10
C 109 18
C 110 10
C 111 12
C 112 10
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 9
C 253 10
C 254 6
C 255 24
C 256 5
C 257 21
C 258 23
C 259 0
C 260 11
C 261 8
C 262 1
C 263 8
C 264 10
C 265 22
C 266 21
C 267 11
C 268 18
C 269 4
C 270 9
C 271 8
C 272 18
C 273 24
C 274 7
C 275 24
C 276 2
C 277 5
C 278 12
C 279 2
C 280 5
C 281 17
C 282 26
C 283 25
C 284 15
C 285 24
C 286 15
C 287 7
C 288 17
C 289 22
C 290 12
C 291 10
C 292 11
C 293 9
C 294 1
C 295 25
C 296 21
C 297 23
C 298 14
C 299 25
C 300 11
C 301 8
C 302 0
C 303 10
C 304 15
C 305 10
C 306 10
C 307 4
C 308 17
C 309 0
C 310 9
C 311 26
C 312 8
C 313 18
C 314 14
C 315 14
C 316 8
C 317 16
C 318 7
C 319 4
C 320 11
C 321 18
C 322 23
C 323 7
C 324 11
C 325 1
C 326 0
C 327 26
C 328 7
C 329 9
C 330 3
C 331 4
C 332 19
C 333 15
C 334 7
C 335 22
C 336 16
C 337 14
C 338 25
C 339 15
C 340 11
C 341 18
C 342 18
C 343 4
C 344 0
C 345 20
C 346 12
C 347 1
C 348 19
C 349 19
C 350 1
C 351 23
C 352 15
C 353 20
C 354 20
C 355 2
C 356 16
C 357 14
C 358 7
C 359 2
C 360 21
C 361 26
C 362 4
C 363 10
C 364 18
C 365 5
C 366 1
C 367 21
C 368 24
C 369 20
C 370 9
C 371 17
C 372 10
C 373 7
C 374 18
C 375 4
C 376 19
C 377 24
I 1 1 4 (1,3,1) (1,0,1,0)
I 4 2 20 (0,2,5) (0,0,-1,0)
I 0 1 8 (2,2,3) (1,-1,0,0)|(-1,0,1,0)|(0,1,-1,0)|(0,0,0,0)
