D (6,7,-1) (4,4,3)
D (11,12,13) (0,1,5)
D (11,12,-1) (5,5,0)
D (10,11,-1) (5,1,3)
D (11,12,-1) (4,4,0)
D (10,-1,-1) (3,3,1)
D (11,-1,-1) (2,5,0)
D (10,11,12) (2,4,1)
D (6,7,-1) (4,1,3)
D (8,9,-1) (2,4,3)
D (9,-1,-1) (0,1,1)
D (12,-1,-1) (0,4,4)
D (13,-1,-1) (5,2,4)
D (13,-1,-1) (1,5,1)
D (6,7,8) (3,1,4)
D (12,13,-1) (5,3,1)
D (13,-1,-1) (0,3,0)
D (11,12,13) (3,3,5)
D (8,9,10) (3,4,4)
C 0 26
C 1 16
C 2 25
C 3 22
C 4 6
C 5 2
C 6 3
C 7 1
C 8 18
C 9 0
C 10 20
C 11 9
C 12 4
C 13 2
C 14 5
C 15 25
C 16 12
C 17 3
C 18 14
C 19 22
C 20 19
C 21 5
C 22 18
C 23 22
C 24 9
C 25 21
C 26 17
C 27 4
C 28 3
C 29 5
C 30 7
C 31 21
C 32 10
C 33 10
C 34 1
C 35 3
C 36 25
C 37 24
C 38 2
C 39 26
C 40 12
C 41 14
C 42 1
C 43 18
C 44 3
C 45 11
C 46 5
C 47 3
C 48 8
C 49 18
C 50 15
C 51 15
C 52 15
C 53 19
C 54 21
C 55 1
C 56 16
C 57 20
C 58 26
C 59 17
C 60 3
C 61 10
C 62 14
C 63 4
C 64 9
C 65 18
C 66 19
C 67 22
C 68 14
C 69 5
C 70 24
C 71 14
C 72 9
C 73 24
C 74 19
C 75 20
C 76 9
C 77 26
C 78 20
C 79 5
C 80 12
C 81 19
C 82 10
C 83 20
C 84 19
C 85 23
C 86 14
C 87 15
C 88 26
C 89 20
C 90 23
C 91 22
C 92 22
C 93 3
C 94 25
C 95 4
C 96 20
C 97 23
C 98 16
C 99 8
C 100 20
C 101 15
C 102 26
C 103 17
C 104 4
C 105 0
C 106 19
C 107 23
C 108 20
C 109 9
C 110 7
C 111 20
C 112 6
C 113 23
C 114 22
C 115 18
C 116 6
C 117 11
C 118 26
C 119 8
C 120 17
C 121 25
C 122 7
C 123 7
C 124 21
C 125 26
C 126 2
C 127 18
C 128 6
C 129 14
C 130 16
C 131 12
C 132 21
C 133 8
C 134 8
C 135 2
C 136 12
C 137 11
C 138 18
C 139 12
C 140 23
C 141 4
C 142 5
C 143 26
C 144 18
C 145 26
C 146 8
C 147 19
C 148 3
C 149 4
C 150 12
C 151 22
C 152 15
C 153 25
C 154 8
C 155 2
C 156 19
C 157 6
C 158 10
C 159 6
C 160 26
C 161 2
C 162 14
C 163 9
C 164 25
C 165 19
C 166 8
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 3
C 174 0
C 175 8
C 176 11
C 177 26
C 178 11
C 179 18
C 180 0
C 181 1
C 182 24
C 183 8
C 184 18
C 185 4
C 186 8
C 187 21
C 188 2
C 189 11
C 190 2
C 191 21
C 192 14
C 193 21
C 194 17
C 195 0
C 196 5
C 197 24
C 198 26
C 199 22
C 200 17
C 201 0
C 202 2
C 203 26
C 204 17
C 205 1
C 206 25
C 207 24
C 208 14
C 209 26
C 210 12
C 211 14
C 212 21
C 213 22
C 214 17
C 215 22
C 216 17
C 217 8
C 218 6
C 219 0
C 220 18
C 221 5
C 222 4
C 223 5
C 224 22
C 225 19
C 226 21
C 227 15
C 228 1
C 229 1
C 230 1
C 231 10
C 232 20
C 233 9
C 234 16
C 235 24
C 236 23
C 237 24
C 238 7
C 239 14
C 240 3
C 241 4
C 242 25
C 243 16
C 244 20
C 245 15
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 4
C 288 5
C 289 2
C 290 8
C 291 7
C 292 5
C 293 3
C 294 25
C 295 17
C 296 22
C 297 26
C 298 3
C 299 1
C 300 0
C 301 24
C 302 5
C 303 24
C 304 21
C 305 21
C 306 2
C 307 12
C 308 6
C 309 17
C 310 1
C 311 26
C 312 7
C 313 5
C 314 10
C 315 19
C 316 5
C 317 0
C 318 0
C 319 0
C 320 0
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 26
C 347 24
C 348 25
C 349 21
C 350 17
C 351 26
C 352 15
C 353 26
C 354 5
C 355 20
C 356 6
C 357 1
C 358 17
C 359 7
C 360 0
C 361 3
C 362 10
C 363 6
C 364 23
C 365 4
C 366 7
C 367 11
C 368 16
C 369 24
C 370 5
C 371 20
C 372 5
C 373 2
C 374 6
C 375 1
C 376 21
C 377 1
I 1 2 11 (2,3,4) (1,0,0,0)|(0,1,-1,0)
I 5 1 8 (4,1,5) (1,1,1,0)|(-1,1,1,0)
I 1 3 18 (5,4,1) (0,0,1,0)
