D (9,10,-1) (3,3,5)
D (10,11,12) (5,2,3)
D (10,11,-1) (2,2,0)
D (8,9,10) (0,1,5)
D (10,-1,-1) (3,4,5)
D (9,10,-1) (1,0,4)
D (6,7,8) (5,0,5)
D (11,12,-1) (0,1,0)
D (8,9,-1) (5,3,3)
D (7,-1,-1) (0,3,2)
D (7,8,-1) (0,5,0)
D (10,11,12) (5,0,2)
D (6,7,8) (3,4,4)
D (6,7,-1) (0,4,1)
D (6,7,8) (5,5,2)
D (10,11,12) (1,5,5)
D (10,11,-1) (5,3,5)
D (7,8,9) (4,5,1)
D (13,-1,-1) (5,3,2)
D (12,13,-1) (4,0,4)
D (10,11,-1) (4,3,1)
D (11,12,13) (4,5,2)
C 0 8
C 1 11
C 2 1
C 3 21
C 4 25
C 5 6
C 6 26
C 7 11
C 8 5
C 9 15
C 10 20
C 11 25
C 12 3
C 13 14
C 14 21
C 15 4
C 16 22
C 17 12
C 18 5
C 19 3
C 20 26
C 21 7
C 22 5
C 23 1
C 24 14
C 25 10
C 26 20
C 27 4
C 28 5
C 29 5
C 30 0
C 31 3
C 32 3
C 33 20
C 34 22
C 35 18
C 36 12
C 37 25
C 38 10
C 39 10
C 40 23
C 41 26
C 42 19
C 43 8
C 44 17
C 45 18
C 46 5
C 47 14
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 2
C 56 21
C 57 6
C 58 20
C 59 24
C 60 2
C 61 2
C 62 11
C 63 9
C 64 20
C 65 23
C 66 0
C 67 1
C 68 5
C 69 4
C 70 0
C 71 5
C 72 4
C 73 23
C 74 1
C 75 10
C 76 20
C 77 11
C 78 7
C 79 0
C 80 21
C 81 1
C 82 10
C 83 17
C 84 19
C 85 8
C 86 22
C 87 22
C 88 18
C 89 2
C 90 21
C 91 12
C 92 15
C 93 1
C 94 1
C 95 23
C 96 19
C 97 2
C 98 18
C 99 24
C 100 17
C 101 6
C 102 6
C 103 7
C 104 21
C 105 0
C 106 8
C 107 17
C 108 1
C 109 10
C 110 4
C 111 16
C 112 21
C 113 2
C 114 21
C 115 24
C 116 24
C 117 20
C 118 10
C 119 9
C 120 0
C 121 16
C 122 7
C 123 22
C 124 2
C 125 26
C 126 19
C 127 1
C 128 25
C 129 0
C 130 17
C 131 24
C 132 6
C 133 4
C 134 16
C 135 14
C 136 10
C 137 21
C 138 17
C 139 2
C 140 3
C 141 3
C 142 7
C 143 4
C 144 23
C 145 16
C 146 7
C 147 5
C 148 15
C 149 1
C 150 8
C 151 1
C 152 2
C 153 4
C 154 6
C 155 26
C 156 14
C 157 6
C 158 14
C 159 10
C 160 15
C 161 3
C 162 11
C 163 22
C 164 12
C 165 8
C 166 0
C 167 26
C 168 11
C 169 25
C 170 24
C 171 4
C 172 19
C 173 22
C 174 20
C 175 18
C 176 17
C 177 11
C 178 25
C 179 11
C 180 15
C 181 5
C 182 20
C 183 22
C 184 18
C 185 5
C 186 9
C 187 19
C 188 3
C 189 15
C 190 12
C 191 3
C 192 12
C 193 9
C 194 25
C 195 15
C 196 23
C 197 21
C 198 1
C 199 26
C 200 4
C 201 24
C 202 24
C 203 17
C 204 11
C 205 7
C 206 0
C 207 18
C 208 10
C 209 24
C 210 26
C 211 12
C 212 25
C 213 7
C 214 3
C 215 22
C 216 5
C 217 4
C 218 24
C 219 25
C 220 9
C 221 0
C 222 16
C 223 10
C 224 7
C 225 19
C 226 10
C 227 17
C 228 16
C 229 10
C 230 11
C 231 19
C 232 17
C 233 19
C 234 10
C 235 23
C 236 3
C 237 8
C 238 0
C 239 0
C 240 0
C 241 9
C 242 18
C 243 5
C 244 21
C 245 4
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 3
C 265 4
C 266 2
C 267 6
C 268 6
C 269 24
C 270 7
C 271 0
C 272 9
C 273 4
C 274 15
C 275 7
C 276 20
C 277 14
C 278 23
C 279 22
C 280 24
C 281 4
C 282 5
C 283 17
C 284 8
C 285 4
C 286 6
C 287 5
C 288 20
C 289 22
C 290 15
C 291 15
C 292 16
C 293 4
C 294 9
C 295 7
C 296 9
C 297 19
C 298 15
C 299 5
C 300 8
C 301 0
C 302 17
C 303 18
C 304 9
C 305 22
C 306 11
C 307 26
C 308 1
C 309 9
C 310 0
C 311 20
C 312 10
C 313 15
C 314 6
C 315 2
C 316 7
C 317 15
C 318 0
C 319 25
C 320 16
C 321 8
C 322 7
C 323 8
C 324 21
C 325 17
C 326 8
C 327 16
C 328 10
C 329 19
C 330 8
C 331 12
C 332 0
C 333 9
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 2
C 351 0
C 352 7
C 353 7
C 354 0
C 355 2
C 356 12
C 357 21
C 358 16
C 359 14
C 360 23
C 361 24
C 362 6
C 363 24
C 364 6
C 365 20
C 366 10
C 367 18
C 368 25
C 369 21
C 370 22
C 371 23
C 372 5
C 373 8
C 374 17
C 375 2
C 376 4
C 377 10
I 2 1 3 (1,0,3) (-1,-1,0,0)
I 0 2 2 (5,0,0) (-1,1,1,0)|(0,-1,-1,0)
I 0 1 10 (0,2,5) (1,0,0,0)|(0,1,-1,0)
