D (11,12,-1) (4,1,0)
D (8,9,10) (3,5,0)
D (8,9,-1) (4,3,2)
D (6,-1,-1) (2,1,4)
D (7,8,-1) (3,2,1)
D (8,9,10) (2,2,0)
D (6,8,-1) (0,5,4)
D (12,13,-1) (1,4,5)
D (11,12,13) (5,4,5)
D (11,-1,-1) (3,0,4)
D (11,12,-1) (1,4,1)
D (12,13,-1) (4,1,2)
D (12,-1,-1) (5,4,3)
D (10,11,-1) (0,3,1)
D (7,-1,-1) (0,4,2)
D (7,8,-1) (1,1,0)
D (10,11,12) (1,2,2)
D (8,9,10) (3,5,2)
D (10,11,12) (4,3,3)
D (8,-1,-1) (1,2,0)
D (6,-1,-1) (0,2,2)
D (6,7,8) (0,4,3)
D (10,11,12) (2,4,4)
D (13,-1,-1) (4,5,3)
D (6,7,8) (5,3,5)
D (8,9,10) (0,2,0)
D (9,10,11) (2,3,4)
D (13,-1,-1) (2,5,1)
D (7,8,9) (2,0,4)
D (10,11,-1) (3,2,5)
D (8,9,10) (3,2,2)
D (9,10,11) (5,2,3)
D (13,-1,-1) (4,0,2)
D (6,7,8) (1,2,5)
D (10,11,-1) (4,2,2)
C 0 25
C 1 12
C 2 17
C 3 16
C 4 23
C 5 20
C 6 14
C 7 18
C 8 4
C 9 16
C 10 21
C 11 1
C 12 17
C 13 18
C 14 16
C 15 16
C 16 4
C 17 10
C 18 6
C 19 16
C 20 19
C 21 26
C 22 15
C 23 2
C 24 9
C 25 19
C 26 15
C 27 8
C 28 1
C 29 2
C 30 12
C 31 1
C 32 26
C 33 1
C 34 4
C 35 1
C 36 15
C 37 26
C 38 19
C 39 18
C 40 12
C 41 17
C 42 20
C 43 20
C 44 23
C 45 1
C 46 1
C 47 24
C 48 1
C 49 17
C 50 14
C 51 14
C 52 20
C 53 2
C 54 26
C 55 19
C 56 12
C 57 23
C 58 26
C 59 19
C 60 14
C 61 23
C 62 8
C 63 6
C 64 14
C 65 16
C 66 15
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 24
C 78 15
C 79 7
C 80 5
C 81 21
C 82 11
C 83 4
C 84 19
C 85 22
C 86 6
C 87 6
C 88 24
C 89 23
C 90 2
C 91 18
C 92 20
C 93 10
C 94 3
C 95 18
C 96 20
C 97 1
C 98 6
C 99 22
C 100 7
C 101 10
C 102 9
C 103 10
C 104 18
C 105 25
C 106 16
C 107 17
C 108 23
C 109 6
C 110 24
C 111 15
C 112 7
C 113 5
C 114 24
C 115 8
C 116 11
C 117 12
C 118 1
C 119 7
C 120 24
C 121 8
C 122 0
C 123 1
C 124 25
C 125 2
C 126 6
C 127 24
C 128 12
C 129 3
C 130 8
C 131 19
C 132 17
C 133 2
C 134 26
C 135 12
C 136 8
C 137 24
C 138 18
C 139 21
C 140 17
C 141 19
C 142 4
C 143 7
C 144 9
C 145 2
C 146 10
C 147 1
C 148 25
C 149 1
C 150 6
C 151 16
C 152 1
C 153 0
C 154 0
C 155 19
C 156 6
C 157 2
C 158 25
C 159 22
C 160 15
