D (12,13,-1) (5,3,0)
D (11,12,13) (5,2,5)
D (9,-1,-1) (4,2,5)
D (11,-1,-1) (0,3,4)
D (12,13,-1) (5,1,5)
D (9,10,11) (1,2,5)
D (8,9,10) (1,1,3)
D (12,13,-1) (1,0,2)
D (6,7,-1) (4,5,1)
D (9,10,-1) (5,1,2)
D (11,12,13) (5,4,1)
D (6,7,8) (5,3,4)
D (13,-1,-1) (0,2,4)
D (6,7,8) (4,2,0)
D (6,-1,-1) (0,3,5)
D (11,12,-1) (4,1,3)
D (6,7,8) (5,0,2)
C 0 6
C 1 25
C 2 18
C 3 7
C 4 6
C 5 9
C 6 21
C 7 19
C 8 16
C 9 1
C 10 14
C 11 25
C 12 22
C 13 18
C 14 4
C 15 18
C 16 15
C 17 10
C 18 25
C 19 8
C 20 19
C 21 1
C 22 14
C 23 2
C 24 23
C 25 6
C 26 18
C 27 16
C 28 10
C 29 26
C 30 16
C 31 22
C 32 8
C 33 17
C 34 20
C 35 8
C 36 15
C 37 3
C 38 22
C 39 12
C 40 11
C 41 2
C 42 2
C 43 10
C 44 2
C 45 16
C 46 26
C 47 2
C 48 19
C 49 20
C 50 12
C 51 2
C 52 10
C 53 26
C 54 10
C 55 23
C 56 1
C 57 17
C 58 8
C 59 24
C 60 25
C 61 23
C 62 18
C 63 4
C 64 0
C 65 26
C 66 20
C 67 5
C 68 3
C 69 2
C 70 23
C 71 10
C 72 25
C 73 18
C 74 16
C 75 5
C 76 19
C 77 11
C 78 4
C 79 6
C 80 23
C 81 14
C 82 5
C 83 8
C 84 11
C 85 20
C 86 21
C 87 7
C 88 6
C 89 5
C 90 0
C 91 14
C 92 12
C 93 6
C 94 4
C 95 18
C 96 15
C 97 2
C 98 0
C 99 22
C 100 1
C 101 22
C 102 1
C 103 24
C 104 9
C 105 0
C 106 1
C 107 9
C 108 14
C 109 18
C 110 15
C 111 16
C 112 3
C 113 24
C 114 21
C 115 5
C 116 26
C 117 2
C 118 23
C 119 26
C 120 26
C 121 4
C 122 14
C 123 26
C 124 12
C 125 15
C 126 17
C 127 22
C 128 19
C 129 15
C 130 11
C 131 11
C 132 18
C 133 11
C 134 26
C 135 19
C 136 14
C 137 16
C 138 20
C 139 2
C 140 25
C 141 4
C 142 4
C 143 22
C 144 19
C 145 18
C 146 26
C 147 16
C 148 4
C 149 23
C 150 18
C 151 17
C 152 18
C 153 12
C 154 6
C 155 24
C 156 14
C 157 17
C 158 8
C 159 19
C 160 21
C 161 24
C 162 3
C 163 20
C 164 20
C 165 4
C 166 25
C 167 16
C 168 2
C 169 14
C 170 2
C 171 26
C 172 25
C 173 7
C 174 7
C 175 16
C 176 14
C 177 3
C 178 0
C 179 7
C 180 18
C 181 10
C 182 11
C 183 10
C 184 20
C 185 21
C 186 12
C 187 12
C 188 24
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 22
C 250 12
C 251 2
C 252 14
C 253 22
C 254 25
C 255 18
C 256 16
C 257 9
C 258 16
C 259 19
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 1
C 282 4
C 283 20
C 284 26
C 285 10
C 286 5
C 287 14
C 288 21
C 289 22
C 290 16
C 291 9
C 292 9
C 293 12
C 294 16
C 295 24
C 296 15
C 297 18
C 298 6
C 299 23
C 300 21
C 301 26
C 302 2
C 303 12
C 304 12
C 305 20
C 306 17
C 307 22
C 308 3
C 309 26
C 310 8
C 311 5
C 312 5
C 313 26
C 314 14
C 315 6
C 316 14
C 317 14
C 318 20
C 319 22
C 320 10
C 321 19
C 322 16
C 323 20
C 324 6
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 26
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 0
C 366 0
C 367 0
C 368 0
C 369 0
C 370 21
C 371 2
C 372 7
C 373 5
C 374 26
C 375 6
C 376 26
C 377 23
I 0 2 12 (3,2,3) (0,1,0,0)|(1,0,1,0)|(0,-1,-1,0)
I 1 3 18 (3,1,3) (-1,0,-1,0)|(0,0,1,0)
I 4 3 2 (1,4,0) (0,-1,-1,0)
