D (9,10,-1) (2,5,0)
D (12,13,-1) (4,2,0)
D (8,-1,-1) (2,4,3)
D (7,8,9) (4,2,4)
D (11,12,-1) (2,2,3)
D (9,-1,-1) (2,3,1)
D (13,-1,-1) (4,1,1)
D (8,9,-1) (3,2,3)
D (11,12,-1) (0,0,3)
D (10,11,12) (3,5,3)
D (7,-1,-1) (3,1,1)
D (9,-1,-1) (5,1,3)
D (6,7,-1) (3,4,3)
D (9,10,11) (3,0,2)
D (13,-1,-1) (4,4,1)
D (11,12,13) (0,1,2)
D (11,-1,-1) (3,1,0)
D (8,-1,-1) (2,0,5)
D (10,11,-1) (3,2,4)
D (10,-1,-1) (1,0,1)
D (8,9,10) (2,1,2)
D (12,-1,-1) (3,1,5)
D (13,-1,-1) (3,5,1)
D (11,12,13) (4,5,4)
D (6,7,-1) (5,5,5)
D (12,13,-1) (5,2,1)
D (8,9,10) (4,3,3)
D (13,-1,-1) (2,1,4)
D (11,12,-1) (0,4,0)
D (9,10,-1) (0,5,1)
D (11,12,13) (4,0,5)
D (13,-1,-1) (0,5,4)
D (11,12,-1) (2,2,4)
D (13,-1,-1) (1,3,4)
C 0 9
C 1 17
C 2 1
C 3 12
C 4 6
C 5 25
C 6 26
C 7 3
C 8 21
C 9 17
C 10 19
C 11 21
C 12 18
C 13 21
C 14 4
C 15 2
C 16 26
C 17 7
C 18 1
C 19 17
C 20 3
C 21 25
C 22 3
C 23 18
C 24 20
C 25 8
C 26 20
C 27 21
C 28 18
C 29 8
C 30 19
C 31 4
C 32 8
C 33 3
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 0
C 62 0
C 63 0
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 15
C 102 11
C 103 15
C 104 23
C 105 8
C 106 22
C 107 10
C 108 22
C 109 11
C 110 4
C 111 26
C 112 16
C 113 21
C 114 17
C 115 0
C 116 24
C 117 25
C 118 3
C 119 26
C 120 25
C 121 14
C 122 12
C 123 9
C 124 6
C 125 16
C 126 1
C 127 25
C 128 15
C 129 17
C 130 9
C 131 12
C 132 24
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 25
C 176 18
C 177 20
C 178 18
C 179 9
C 180 1
C 181 3
C 182 17
