D (6,7,-1) (1,3,3)
D (6,7,-1) (2,2,5)
D (9,10,-1) (5,4,2)
D (10,-1,-1) (4,2,2)
D (10,11,12) (0,1,5)
D (12,13,-1) (1,1,0)
D (11,-1,-1) (5,2,4)
D (10,11,12) (4,4,2)
D (10,11,12) (3,5,1)
D (12,13,-1) (1,0,0)
D (6,10,-1) (2,2,1)
D (10,11,12) (2,1,3)
D (6,-1,-1) (1,5,3)
D (8,-1,-1) (4,1,0)
D (11,-1,-1) (0,1,3)
D (12,13,-1) (2,1,0)
D (6,-1,-1) (3,4,3)
D (9,10,11) (2,1,1)
D (11,12,13) (0,0,1)
D (7,8,9) (4,5,5)
D (6,-1,-1) (2,3,2)
D (11,12,-1) (1,4,3)
D (10,11,-1) (4,5,3)
D (13,-1,-1) (0,3,4)
D (6,7,8) (5,3,0)
D (7,8,-1) (1,3,1)
D (9,10,-1) (5,4,3)
D (12,13,-1) (4,2,4)
D (8,-1,-1) (3,5,2)
D (13,-1,-1) (3,1,3)
D (9,-1,-1) (0,2,4)
D (12,13,-1) (5,3,3)
D (12,13,-1) (4,4,5)
D (11,12,-1) (1,1,1)
C 0 19
C 1 10
C 2 24
C 3 24
C 4 14
C 5 16
C 6 5
C 7 1
C 8 20
C 9 25
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 0
C 17 0
C 18 0
C 19 0
C 20 7
C 21 23
C 22 25
C 23 21
C 24 12
C 25 15
C 26 18
C 27 11
C 28 25
C 29 5
C 30 11
C 31 8
C 32 12
C 33 4
C 34 24
C 35 10
C 36 5
C 37 19
C 38 9
C 39 23
C 40 23
C 41 20
C 42 2
C 43 21
C 44 17
C 45 16
C 46 0
C 47 4
C 48 11
C 49 15
C 50 23
C 51 5
C 52 22
C 53 4
C 54 1
C 55 23
C 56 14
C 57 11
C 58 11
C 59 17
C 60 17
C 61 19
C 62 22
C 63 4
C 64 9
C 65 0
C 66 1
C 67 16
C 68 7
C 69 5
C 70 3
C 71 20
C 72 23
C 73 19
C 74 8
C 75 9
C 76 14
C 77 18
C 78 21
C 79 23
C 80 14
C 81 5
C 82 12
C 83 20
C 84 12
C 85 21
C 86 1
C 87 19
C 88 5
C 89 9
C 90 24
C 91 8
C 92 24
C 93 21
C 94 20
C 95 7
C 96 0
C 97 15
C 98 18
C 99 14
C 100 21
C 101 2
C 102 20
C 103 17
C 104 19
C 105 19
C 106 23
C 107 21
C 108 16
C 109 22
C 110 16
C 111 2
C 112 3
C 113 18
C 114 16
C 115 16
C 116 14
C 117 19
C 118 6
C 119 0
C 120 19
C 121 8
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 12
C 277 0
C 278 5
C 279 20
C 280 12
C 281 10
C 282 2
C 283 0
C 284 12
C 285 20
C 286 2
C 287 18
C 288 12
C 289 24
C 290 10
C 291 23
C 292 16
C 293 19
C 294 26
C 295 20
C 296 24
C 297 16
C 298 14
C 299 18
C 300 19
C 301 24
C 302 10
C 303 24
C 304 21
C 305 8
C 306 18
C 307 11
C 308 7
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 11
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 0
C 366 0
C 367 0
C 368 0
C 369 0
C 370 0
C 371 0
C 372 0
C 373 0
C 374 0
C 375 0
C 376 11
C 377 18
I 0 1 16 (5,4,5) (-1,0,-1,0)|(1,1,-1,0)
I 0 1 1 (3,2,4) (0,-1,1,0)
I 2 1 12 (5,4,3) (-1,1,-1,0)
