D (12,13,-1) (2,3,1)
D (12,13,-1) (3,3,0)
D (6,-1,-1) (4,5,4)
D (8,-1,-1) (1,2,4)
D (8,-1,-1) (3,2,5)
D (9,-1,-1) (0,2,0)
D (6,-1,-1) (0,5,1)
D (7,8,-1) (3,1,3)
D (8,-1,-1) (4,2,0)
D (8,9,-1) (1,0,0)
D (13,-1,-1) (0,2,4)
D (13,-1,-1) (0,1,5)
D (6,7,8) (3,5,3)
D (13,-1,-1) (0,0,5)
D (9,10,-1) (3,0,3)
D (10,-1,-1) (2,5,4)
D (8,9,-1) (4,0,2)
D (10,-1,-1) (4,4,1)
D (12,13,-1) (1,0,1)
D (13,-1,-1) (3,5,1)
D (11,-1,-1) (0,5,2)
D (9,-1,-1) (2,5,2)
D (10,11,12) (5,0,2)
D (11,12,13) (3,3,3)
D (6,7,8) (2,2,3)
D (12,13,-1) (1,4,0)
D (9,10,-1) (5,2,2)
D (11,12,-1) (3,5,0)
C 0 9
C 1 9
C 2 11
C 3 26
C 4 12
C 5 10
C 6 0
C 7 6
C 8 20
C 9 10
C 10 25
C 11 0
C 12 26
C 13 22
C 14 7
C 15 11
C 16 0
C 17 15
C 18 24
C 19 12
C 20 22
C 21 6
C 22 16
C 23 3
C 24 17
C 25 23
C 26 10
C 27 2
C 28 22
C 29 14
C 30 25
C 31 8
C 32 7
C 33 0
C 34 2
C 35 1
C 36 15
C 37 14
C 38 8
C 39 3
C 40 4
C 41 19
C 42 10
C 43 14
C 44 24
C 45 3
C 46 3
C 47 17
C 48 12
C 49 20
C 50 6
C 51 23
C 52 9
C 53 12
C 54 11
C 55 25
C 56 6
C 57 17
C 58 12
C 59 0
C 60 0
C 61 17
C 62 1
C 63 26
C 64 8
C 65 23
C 66 12
C 67 4
C 68 11
C 69 4
C 70 2
C 71 24
C 72 22
C 73 6
C 74 4
C 75 11
C 76 23
C 77 18
C 78 26
C 79 26
C 80 18
C 81 26
C 82 16
C 83 21
C 84 5
C 85 5
C 86 12
C 87 7
C 88 14
C 89 8
C 90 11
C 91 19
C 92 9
C 93 1
C 94 4
C 95 22
C 96 17
C 97 0
C 98 21
C 99 7
C 100 23
C 101 22
C 102 5
C 103 22
C 104 2
C 105 4
C 106 10
C 107 6
C 108 23
C 109 23
C 110 7
C 111 10
C 112 26
C 113 20
C 114 15
C 115 14
C 116 19
C 117 17
C 118 26
C 119 10
C 120 18
C 121 0
C 122 6
C 123 10
C 124 8
C 125 19
C 126 11
C 127 2
C 128 9
C 129 20
C 130 11
C 131 9
C 132 17
C 133 6
C 134 9
C 135 26
C 136 26
C 137 15
C 138 6
C 139 18
C 140 14
C 141 12
C 142 11
C 143 5
C 144 26
C 145 20
C 146 12
C 147 21
C 148 21
C 149 17
C 150 26
C 151 9
C 152 4
C 153 21
C 154 8
C 155 17
C 156 19
C 157 19
C 158 19
C 159 4
C 160 3
C 161 20
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 9
C 170 6
C 171 4
C 172 17
C 173 8
C 174 24
C 175 3
C 176 12
C 177 17
C 178 10
C 179 8
C 180 21
C 181 16
C 182 5
C 183 11
C 184 25
C 185 9
C 186 14
C 187 0
C 188 21
C 189 0
C 190 9
C 191 16
C 192 20
C 193 16
