D (6,7,-1) (3,4,3)
D (7,8,-1) (2,2,2)
D (6,7,8) (5,4,5)
D (8,3,-1) (1,2,5)
D (7,-1,-1) (3,2,3)
D (7,-1,-1) (1,5,3)
D (8,-1,-1) (5,1,1)
D (3,-1,-1) (1,1,1)
D (9,-1,-1) (2,0,1)
D (3,9,-1) (5,0,0)
D (7,8,3) (5,1,0)
D (6,-1,-1) (2,4,5)
D (3,-1,-1) (1,3,3)
D (7,8,3) (3,1,4)
D (6,-1,-1) (3,0,2)
D (9,-1,-1) (2,3,5)
D (9,-1,-1) (3,1,2)
D (9,-1,-1) (4,0,5)
D (3,9,-1) (0,1,0)
D (3,9,-1) (3,2,1)
D (6,7,-1) (4,5,5)
D (6,7,8) (2,4,4)
D (9,-1,-1) (1,0,0)
D (7,-1,-1) (2,4,3)
D (6,7,-1) (1,5,5)
D (8,3,-1) (3,4,2)
D (6,7,-1) (2,0,0)
C 0 5
C 1 7
C 2 20
C 3 18
C 4 12
C 5 6
C 6 18
C 7 2
C 8 7
C 9 8
C 10 22
C 11 7
C 12 22
C 13 6
C 14 15
C 15 11
C 16 2
C 17 24
C 18 8
C 19 5
C 20 0
C 21 9
C 22 1
C 23 15
C 24 26
C 25 8
C 26 3
C 27 18
C 28 17
C 29 5
C 30 22
C 31 3
C 32 20
C 33 26
C 34 7
C 35 1
C 36 2
C 37 2
C 38 23
C 39 19
C 40 3
C 41 5
C 42 10
C 43 6
C 44 4
C 45 17
C 46 10
C 47 11
C 48 8
C 49 4
C 50 10
C 51 7
C 52 23
C 53 3
C 54 12
C 55 17
C 56 18
C 57 19
C 58 8
C 59 6
C 60 19
C 61 10
C 62 24
C 63 2
C 64 3
C 65 10
C 66 6
C 67 22
C 68 1
C 69 18
C 70 10
C 71 21
C 72 21
C 73 24
C 74 3
C 75 25
C 76 3
C 77 16
C 78 9
C 79 8
C 80 26
C 81 16
C 82 20
C 83 4
C 84 23
C 85 23
C 86 15
C 87 8
C 88 15
C 89 6
C 90 1
C 91 8
C 92 16
C 93 1
C 94 24
C 95 9
C 96 6
C 97 26
C 98 14
C 99 8
C 100 16
C 101 9
C 102 11
C 103 12
C 104 10
C 105 12
C 106 18
C 107 20
C 108 5
C 109 4
C 110 8
C 111 22
C 112 18
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 26
C 269 3
I 4 2 20 (1,4,4) (1,-1,-1,0)|(0,1,-1,0)
I 3 3 3 (0,1,5) (-1,0,-1,0)|(0,1,0,0)|(1,1,0,0)|(1,0,0,0)
I 1 1 18 (5,1,3) (-1,0,0,0)|(1,-1,0,0)|(-1,1,0,0)
