D (3,9,-1) (5,4,4)
D (9,-1,-1) (3,1,5)
D (6,7,-1) (1,2,1)
D (8,3,-1) (1,5,4)
D (8,-1,-1) (0,2,4)
D (9,-1,-1) (2,1,2)
D (7,-1,-1) (5,1,1)
D (8,-1,-1) (5,0,5)
D (9,-1,-1) (4,0,2)
D (3,9,-1) (5,0,2)
D (6,7,8) (5,5,2)
D (6,7,8) (1,3,3)
D (6,7,8) (2,3,3)
D (7,8,3) (3,5,1)
D (9,-1,-1) (2,3,5)
D (8,3,-1) (1,0,1)
D (7,8,3) (0,0,4)
D (8,-1,-1) (3,0,3)
D (3,9,-1) (3,4,4)
D (3,-1,-1) (0,4,5)
D (9,-1,-1) (4,1,1)
D (3,-1,-1) (3,1,2)
C 0 14
C 1 9
C 2 4
C 3 20
C 4 23
C 5 14
C 6 8
C 7 22
C 8 0
C 9 0
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 0
C 17 2
C 18 7
C 19 16
C 20 2
C 21 2
C 22 24
C 23 9
C 24 5
C 25 14
C 26 4
C 27 7
C 28 25
C 29 23
C 30 19
C 31 19
C 32 12
C 33 6
C 34 0
C 35 8
C 36 14
C 37 7
C 38 2
C 39 24
C 40 3
C 41 3
C 42 2
C 43 22
C 44 17
C 45 5
C 46 26
C 47 15
C 48 8
C 49 10
C 50 1
C 51 22
C 52 1
C 53 7
C 54 0
C 55 16
C 56 8
C 57 18
C 58 22
C 59 17
C 60 12
C 61 18
C 62 23
C 63 21
C 64 6
C 65 20
C 66 9
C 67 3
C 68 19
C 69 26
C 70 23
C 71 3
C 72 11
C 73 23
C 74 4
C 75 26
C 76 18
C 77 22
C 78 8
C 79 0
C 80 18
C 81 17
C 82 12
C 83 18
C 84 4
C 85 12
C 86 12
C 87 7
C 88 19
C 89 16
C 90 18
C 91 16
C 92 17
C 93 7
C 94 5
C 95 8
C 96 2
C 97 0
C 98 9
C 99 18
C 100 5
C 101 18
C 102 17
C 103 23
C 104 12
C 105 6
C 106 11
C 107 4
C 108 16
C 109 9
C 110 14
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 10
C 117 18
C 118 6
C 119 24
C 120 26
C 121 5
C 122 12
C 123 3
C 124 8
C 125 24
C 126 15
C 127 17
C 128 20
C 129 26
C 130 5
C 131 14
C 132 4
C 133 9
C 134 9
C 135 2
C 136 7
C 137 12
C 138 1
C 139 5
C 140 19
C 141 14
C 142 23
C 143 5
C 144 20
C 145 2
C 146 26
C 147 11
C 148 23
C 149 0
C 150 5
C 151 8
C 152 12
C 153 20
C 154 18
C 155 4
C 156 15
C 157 11
C 158 19
C 159 0
C 160 7
C 161 3
C 162 17
C 163 21
C 164 1
C 165 15
C 166 20
C 167 21
C 168 24
C 169 5
C 170 8
C 171 1
C 172 7
C 173 22
C 174 10
C 175 0
C 176 24
C 177 19
C 178 16
C 179 5
C 180 17
C 181 3
C 182 22
C 183 17
C 184 20
C 185 23
C 186 25
C 187 21
C 188 20
C 189 25
C 190 12
C 191 20
C 192 0
C 193 7
C 194 21
C 195 24
C 196 26
C 197 6
C 198 14
C 199 18
C 200 24
C 201 6
C 202 15
C 203 25
C 204 9
C 205 9
C 206 26
C 207 18
C 208 2
C 209 19
C 210 1
C 211 10
C 212 25
C 213 10
C 214 10
C 215 2
C 216 17
C 217 18
C 218 21
C 219 19
C 220 19
C 221 8
C 222 3
C 223 6
C 224 21
C 225 20
C 226 20
C 227 11
C 228 3
C 229 11
C 230 16
C 231 14
C 232 26
C 233 14
C 234 14
C 235 15
C 236 14
C 237 23
C 238 7
C 239 12
C 240 2
C 241 5
C 242 24
C 243 8
C 244 18
C 245 24
C 246 4
C 247 24
C 248 16
C 249 18
C 250 7
C 251 7
C 252 9
C 253 6
C 254 5
C 255 3
C 256 4
C 257 4
C 258 3
C 259 7
C 260 20
C 261 20
C 262 17
C 263 5
C 264 9
C 265 3
C 266 0
C 267 3
C 268 26
C 269 7
I 3 1 6 (1,3,2) (1,1,0,0)|(-1,-1,1,0)
I 3 2 16 (2,5,1) (0,-1,1,0)
I 5 1 13 (5,5,4) (0,-1,0,0)|(-1,0,1,0)
