D (6,7,-1) (1,3,1)
D (6,-1,-1) (5,5,3)
D (3,-1,-1) (3,1,0)
D (8,3,-1) (0,4,3)
D (8,-1,-1) (5,3,5)
D (8,3,9) (1,3,4)
D (6,7,-1) (5,3,4)
D (6,7,-1) (2,0,2)
D (3,9,-1) (3,5,2)
D (6,-1,-1) (4,3,3)
D (7,8,-1) (3,4,3)
D (8,-1,-1) (4,3,0)
D (6,7,-1) (1,1,4)
D (9,-1,-1) (2,0,5)
D (6,7,-1) (0,2,3)
D (6,7,8) (1,4,4)
D (3,9,-1) (4,0,1)
D (6,7,-1) (0,3,5)
D (8,3,-1) (1,0,2)
C 0 25
C 1 0
C 2 0
C 3 0
C 4 0
C 5 0
C 6 0
C 7 0
C 8 0
C 9 0
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 0
C 17 0
C 18 21
C 19 15
C 20 8
C 21 0
C 22 23
C 23 25
C 24 17
C 25 24
C 26 26
C 27 3
C 28 20
C 29 4
C 30 26
C 31 3
C 32 2
C 33 19
C 34 10
C 35 4
C 36 1
C 37 16
C 38 6
C 39 12
C 40 21
C 41 3
C 42 18
C 43 22
C 44 17
C 45 8
C 46 1
C 47 10
C 48 23
C 49 0
C 50 11
C 51 17
C 52 1
C 53 14
C 54 24
C 55 23
C 56 23
C 57 8
C 58 24
C 59 5
C 60 3
C 61 16
C 62 19
C 63 5
C 64 18
C 65 16
C 66 5
C 67 22
C 68 3
C 69 22
C 70 8
C 71 26
C 72 2
C 73 5
C 74 12
C 75 4
C 76 8
C 77 6
C 78 6
C 79 16
C 80 5
C 81 5
C 82 6
C 83 0
C 84 26
C 85 16
C 86 16
C 87 10
C 88 22
C 89 3
C 90 21
C 91 6
C 92 1
C 93 25
C 94 24
C 95 26
C 96 10
C 97 11
C 98 16
C 99 18
C 100 8
C 101 2
C 102 4
C 103 15
C 104 5
C 105 7
C 106 7
C 107 0
C 108 2
C 109 22
C 110 14
C 111 26
C 112 10
C 113 6
C 114 17
C 115 4
C 116 8
C 117 9
C 118 5
C 119 1
C 120 1
C 121 15
C 122 4
C 123 16
C 124 17
C 125 7
C 126 7
C 127 22
C 128 12
C 129 17
C 130 8
C 131 15
C 132 10
C 133 16
C 134 22
C 135 10
C 136 4
C 137 11
C 138 4
C 139 19
C 140 17
C 141 2
C 142 15
C 143 26
C 144 18
C 145 14
C 146 22
C 147 3
C 148 25
C 149 23
C 150 15
C 151 8
C 152 21
C 153 19
C 154 23
C 155 10
C 156 26
C 157 7
C 158 25
C 159 11
C 160 12
C 161 2
C 162 0
C 163 23
C 164 12
C 165 2
C 166 26
C 167 24
C 168 9
C 169 2
C 170 7
C 171 0
C 172 5
C 173 16
C 174 5
C 175 6
C 176 6
C 177 12
C 178 14
C 179 26
C 180 11
C 181 14
C 182 26
C 183 4
C 184 0
C 185 10
C 186 21
C 187 3
C 188 4
C 189 19
C 190 5
C 191 22
C 192 18
C 193 3
C 194 6
C 195 21
C 196 7
C 197 2
C 198 7
C 199 16
C 200 1
C 201 22
C 202 8
C 203 16
C 204 1
C 205 15
C 206 4
C 207 6
C 208 12
C 209 26
C 210 14
C 211 6
C 212 1
C 213 26
C 214 20
C 215 18
C 216 22
C 217 3
C 218 0
C 219 7
C 220 6
C 221 12
C 222 17
C 223 4
C 224 14
C 225 5
C 226 23
C 227 11
C 228 12
C 229 17
C 230 4
C 231 1
C 232 14
C 233 4
C 234 16
C 235 2
C 236 23
C 237 23
C 238 23
C 239 9
C 240 11
C 241 15
C 242 17
C 243 7
C 244 17
C 245 12
C 246 8
C 247 15
C 248 21
C 249 3
C 250 1
C 251 19
C 252 4
C 253 2
C 254 16
C 255 7
C 256 26
C 257 0
C 258 21
C 259 3
C 260 4
C 261 18
C 262 17
C 263 2
C 264 25
C 265 14
C 266 25
C 267 25
C 268 26
C 269 18
I 1 1 13 (3,3,5) (0,-1,-1,0)|(-1,0,0,0)|(-1,0,1,0)|(0,-1,1,0)
I 4 1 10 (0,2,4) (-1,0,1,0)
I 3 2 7 (4,4,1) (-1,-1,-1,0)
