D (6,7,-1) (3,0,4)
D (9,-1,-1) (2,4,5)
D (3,9,-1) (4,4,1)
D (8,3,9) (0,4,4)
D (8,-1,-1) (2,0,4)
D (6,7,-1) (2,5,5)
D (6,7,8) (0,4,3)
D (7,-1,-1) (3,1,0)
D (8,3,-1) (3,2,4)
D (3,9,-1) (3,0,3)
D (9,-1,-1) (3,0,1)
D (3,9,-1) (0,2,0)
D (8,-1,-1) (1,2,5)
D (7,8,-1) (2,1,3)
D (8,3,9) (2,0,0)
D (9,-1,-1) (5,5,4)
D (9,-1,-1) (3,0,0)
D (6,-1,-1) (1,2,0)
D (6,7,-1) (2,3,3)
D (9,-1,-1) (3,4,3)
D (6,7,-1) (5,2,4)
D (6,-1,-1) (0,2,2)
D (6,7,-1) (5,0,4)
D (8,3,-1) (0,3,1)
D (6,7,8) (5,2,1)
D (8,-1,-1) (1,0,4)
D (3,9,-1) (5,5,0)
D (7,8,-1) (3,4,2)
D (3,9,-1) (0,4,1)
D (6,-1,-1) (0,5,5)
D (8,3,-1) (0,1,4)
C 0 25
C 1 8
C 2 16
C 3 25
C 4 15
C 5 24
C 6 23
C 7 17
C 8 19
C 9 18
C 10 17
C 11 18
C 12 22
C 13 9
C 14 6
C 15 9
C 16 18
C 17 1
C 18 1
C 19 18
C 20 17
C 21 5
C 22 19
C 23 1
C 24 21
C 25 15
C 26 10
C 27 4
C 28 5
C 29 4
C 30 19
C 31 8
C 32 9
C 33 5
C 34 20
C 35 10
C 36 6
C 37 16
C 38 5
C 39 21
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 23
C 61 21
C 62 12
C 63 23
C 64 5
C 65 12
C 66 15
C 67 11
C 68 25
C 69 22
C 70 9
C 71 23
C 72 9
C 73 24
C 74 1
C 75 3
C 76 17
C 77 15
C 78 26
C 79 12
C 80 14
C 81 26
C 82 15
C 83 11
C 84 1
C 85 19
C 86 14
C 87 6
C 88 14
C 89 21
C 90 25
C 91 21
C 92 17
C 93 23
C 94 9
C 95 21
C 96 24
C 97 24
C 98 12
C 99 10
C 100 1
C 101 6
C 102 2
C 103 21
C 104 14
C 105 14
C 106 12
C 107 23
C 108 1
C 109 10
C 110 3
C 111 1
C 112 26
C 113 0
C 114 7
C 115 4
C 116 18
C 117 0
C 118 10
C 119 0
C 120 4
C 121 7
C 122 6
C 123 21
C 124 6
C 125 2
C 126 18
C 127 11
C 128 7
C 129 11
C 130 9
C 131 21
C 132 22
C 133 5
C 134 23
C 135 7
C 136 2
C 137 24
C 138 25
C 139 19
C 140 15
C 141 24
C 142 14
C 143 14
C 144 17
C 145 4
C 146 9
C 147 3
C 148 1
C 149 18
C 150 10
C 151 16
C 152 17
C 153 8
C 154 9
C 155 19
C 156 9
C 157 6
C 158 26
C 159 23
C 160 6
C 161 14
C 162 1
C 163 9
C 164 0
C 165 4
C 166 6
C 167 10
C 168 0
C 169 26
C 170 8
C 171 3
C 172 6
C 173 10
C 174 12
C 175 3
C 176 23
C 177 9
C 178 24
C 179 18
C 180 14
C 181 10
C 182 12
C 183 16
C 184 12
C 185 25
C 186 15
C 187 15
C 188 0
C 189 22
C 190 21
C 191 20
C 192 19
C 193 0
C 194 7
C 195 26
C 196 26
C 197 8
C 198 6
C 199 24
C 200 11
C 201 2
C 202 8
C 203 22
C 204 11
C 205 3
C 206 17
C 207 12
C 208 12
C 209 21
C 210 8
C 211 15
C 212 8
C 213 3
C 214 14
C 215 19
C 216 5
C 217 16
C 218 6
C 219 23
C 220 14
C 221 19
C 222 23
C 223 26
C 224 22
C 225 4
C 226 15
C 227 10
C 228 17
C 229 8
C 230 3
C 231 3
C 232 7
C 233 16
C 234 4
C 235 18
C 236 15
C 237 4
C 238 10
C 239 11
C 240 20
C 241 5
C 242 3
C 243 16
C 244 24
C 245 4
C 246 25
C 247 12
C 248 9
C 249 6
C 250 26
C 251 24
C 252 16
C 253 14
C 254 5
C 255 16
C 256 5
C 257 19
C 258 21
C 259 24
C 260 21
C 261 6
C 262 14
C 263 18
C 264 0
C 265 16
C 266 9
C 267 24
C 268 3
C 269 15
I 0 3 20 (2,0,2) (-1,1,-1,0)
I 0 1 19 (5,4,1) (0,-1,0,0)|(0,1,0,0)
I 2 2 14 (0,3,5) (0,1,0,0)
