D (3,9,-1) (2,5,0)
D (6,-1,-1) (0,1,5)
D (7,8,3) (0,1,1)
D (7,8,-1) (5,1,4)
D (3,9,-1) (3,4,3)
D (7,-1,-1) (4,5,2)
D (8,3,9) (5,2,3)
D (9,-1,-1) (1,4,4)
D (7,8,3) (1,3,3)
D (7,8,3) (5,1,0)
D (7,8,3) (3,0,1)
D (6,7,-1) (3,3,2)
D (3,9,-1) (5,4,5)
D (8,3,-1) (3,1,0)
D (6,7,8) (5,3,2)
D (9,-1,-1) (1,2,5)
D (7,-1,-1) (0,4,1)
C 0 17
C 1 7
C 2 20
C 3 23
C 4 8
C 5 10
C 6 22
C 7 19
C 8 6
C 9 24
C 10 4
C 11 25
C 12 14
C 13 15
C 14 0
C 15 0
C 16 0
C 17 0
C 18 0
C 19 0
C 20 0
C 21 0
C 22 0
C 23 0
C 24 0
C 25 0
C 26 0
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 6
C 41 5
C 42 3
C 43 2
C 44 11
C 45 2
C 46 11
C 47 12
C 48 17
C 49 11
C 50 3
C 51 1
C 52 9
C 53 14
C 54 11
C 55 5
C 56 2
C 57 9
C 58 4
C 59 17
C 60 20
C 61 14
C 62 1
C 63 0
C 64 1
C 65 20
C 66 18
C 67 18
C 68 18
C 69 16
C 70 11
C 71 2
C 72 25
C 73 24
C 74 18
C 75 19
C 76 21
C 77 23
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 17
C 108 10
C 109 26
C 110 22
C 111 22
C 112 19
C 113 24
C 114 16
C 115 2
C 116 6
C 117 10
C 118 17
C 119 20
C 120 6
C 121 11
C 122 17
C 123 22
C 124 1
C 125 1
C 126 4
C 127 5
C 128 9
C 129 26
C 130 22
C 131 19
C 132 10
C 133 0
C 134 17
C 135 9
C 136 9
C 137 15
C 138 18
C 139 19
C 140 20
C 141 12
C 142 11
C 143 11
C 144 7
C 145 8
C 146 19
C 147 9
C 148 24
C 149 6
C 150 12
C 151 0
C 152 1
C 153 25
C 154 26
C 155 26
C 156 6
C 157 18
C 158 8
C 159 7
C 160 0
C 161 14
C 162 0
C 163 12
C 164 18
C 165 15
C 166 23
C 167 6
C 168 10
C 169 7
C 170 8
C 171 19
C 172 18
C 173 2
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 11
C 219 21
C 220 1
C 221 9
C 222 22
C 223 26
C 224 18
C 225 14
C 226 1
C 227 12
C 228 18
C 229 11
C 230 2
C 231 10
C 232 25
C 233 1
C 234 25
C 235 17
C 236 18
C 237 25
C 238 12
C 239 24
C 240 19
C 241 22
C 242 15
C 243 16
C 244 19
C 245 12
C 246 1
C 247 21
C 248 23
C 249 10
C 250 5
C 251 1
C 252 14
C 253 6
C 254 18
C 255 26
C 256 18
C 257 18
C 258 8
C 259 16
C 260 25
C 261 15
C 262 9
C 263 14
C 264 0
C 265 18
C 266 21
C 267 19
C 268 9
C 269 6
I 5 1 9 (1,5,0) (0,1,0,0)|(0,-1,-1,0)
I 1 1 14 (1,3,0) (1,0,1,0)
I 0 2 13 (1,3,2) (1,0,-1,0)|(-1,-1,0,0)|(-1,0,1,0)
