D (8,3,-1) (4,3,1)
D (8,3,9) (2,5,4)
D (7,8,-1) (1,5,4)
D (7,8,-1) (2,3,5)
D (3,9,-1) (5,4,5)
D (9,-1,-1) (1,4,3)
D (9,-1,-1) (2,5,3)
D (6,7,-1) (4,1,2)
D (8,3,-1) (2,3,1)
D (3,9,-1) (3,3,1)
D (9,-1,-1) (2,2,1)
D (7,-1,-1) (5,5,1)
D (7,-1,-1) (4,5,4)
D (6,7,8) (1,5,1)
D (9,-1,-1) (5,2,2)
D (3,-1,-1) (1,1,2)
C 0 12
C 1 2
C 2 22
C 3 15
C 4 17
C 5 9
C 6 5
C 7 5
C 8 21
C 9 4
C 10 26
C 11 6
C 12 14
C 13 16
C 14 9
C 15 19
C 16 15
C 17 25
C 18 21
C 19 25
C 20 8
C 21 26
C 22 24
C 23 11
C 24 15
C 25 15
C 26 4
C 27 11
C 28 12
C 29 9
C 30 12
C 31 6
C 32 20
C 33 25
C 34 18
C 35 16
C 36 14
C 37 6
C 38 6
C 39 14
C 40 18
C 41 17
C 42 26
C 43 26
C 44 24
C 45 11
C 46 14
C 47 9
C 48 9
C 49 8
C 50 17
C 51 7
C 52 6
C 53 7
C 54 23
C 55 9
C 56 22
C 57 19
C 58 3
C 59 18
C 60 11
C 61 11
C 62 6
C 63 6
C 64 7
C 65 25
C 66 6
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 25
C 132 5
C 133 5
C 134 15
C 135 24
C 136 4
C 137 22
C 138 5
C 139 15
C 140 22
C 141 23
C 142 10
C 143 19
C 144 16
C 145 26
C 146 4
C 147 26
C 148 0
C 149 7
C 150 9
C 151 2
C 152 7
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 10
C 243 5
C 244 16
C 245 15
C 246 21
C 247 20
C 248 2
C 249 1
C 250 0
C 251 5
C 252 17
C 253 17
C 254 15
C 255 10
C 256 2
C 257 7
C 258 3
C 259 11
C 260 17
C 261 16
C 262 9
C 263 11
C 264 14
C 265 3
C 266 15
C 267 21
C 268 12
C 269 23
I 4 2 11 (1,1,4) (0,0,0,0)
I 0 1 8 (2,2,0) (0,-1,0,0)|(1,1,1,0)|(0,0,0,0)
I 3 1 18 (4,2,3) (1,-1,0,0)
