D (8,3,-1) (3,1,5)
D (8,3,9) (5,1,5)
D (8,3,9) (0,0,2)
D (6,7,-1) (1,3,4)
D (8,3,-1) (4,4,0)
D (3,-1,-1) (3,1,0)
D (8,3,9) (2,5,5)
D (6,7,-1) (5,2,4)
D (3,9,-1) (2,1,1)
D (3,-1,-1) (1,4,5)
C 0 6
C 1 0
C 2 9
C 3 24
C 4 3
C 5 26
C 6 4
C 7 0
C 8 6
C 9 12
C 10 18
C 11 8
C 12 1
C 13 16
C 14 0
C 15 20
C 16 6
C 17 15
C 18 24
C 19 1
C 20 7
C 21 18
C 22 3
C 23 18
C 24 1
C 25 19
C 26 5
C 27 25
C 28 26
C 29 15
C 30 7
C 31 9
C 32 17
C 33 17
C 34 4
C 35 25
C 36 21
C 37 9
C 38 10
C 39 5
C 40 16
C 41 23
C 42 21
C 43 6
C 44 11
C 45 10
C 46 14
C 47 16
C 48 6
C 49 22
C 50 4
C 51 3
C 52 26
C 53 25
C 54 20
C 55 8
C 56 18
C 57 0
C 58 12
C 59 23
C 60 20
C 61 4
C 62 26
C 63 20
C 64 19
C 65 20
C 66 4
C 67 17
C 68 2
C 69 4
C 70 19
C 71 8
C 72 16
C 73 8
C 74 4
C 75 3
C 76 15
C 77 26
C 78 6
C 79 9
C 80 5
C 81 17
C 82 24
C 83 14
C 84 14
C 85 9
C 86 11
C 87 6
C 88 23
C 89 20
C 90 23
C 91 15
C 92 22
C 93 0
C 94 22
C 95 7
C 96 22
C 97 17
C 98 11
C 99 11
C 100 10
C 101 3
C 102 22
C 103 22
C 104 6
C 105 0
C 106 24
C 107 18
C 108 0
C 109 24
C 110 21
C 111 22
C 112 19
C 113 17
C 114 8
C 115 19
C 116 21
C 117 11
C 118 21
C 119 2
C 120 18
C 121 23
C 122 11
C 123 4
C 124 24
C 125 24
C 126 19
C 127 1
C 128 12
C 129 14
C 130 16
C 131 18
C 132 15
C 133 11
C 134 5
C 135 19
C 136 11
C 137 20
C 138 19
C 139 0
C 140 19
C 141 24
C 142 15
C 143 12
C 144 1
C 145 6
C 146 15
C 147 8
C 148 23
C 149 3
C 150 0
C 151 12
C 152 15
C 153 10
C 154 5
C 155 1
C 156 7
C 157 20
C 158 26
C 159 5
C 160 22
C 161 17
C 162 1
C 163 23
C 164 24
C 165 10
C 166 0
C 167 14
C 168 4
C 169 11
C 170 17
C 171 17
C 172 22
C 173 26
C 174 1
C 175 16
C 176 17
C 177 14
C 178 25
C 179 0
C 180 9
C 181 15
C 182 26
C 183 7
C 184 15
C 185 4
C 186 17
C 187 19
C 188 4
C 189 0
C 190 10
C 191 21
C 192 7
C 193 16
C 194 16
C 195 10
C 196 11
C 197 25
C 198 12
C 199 26
C 200 14
C 201 17
C 202 21
C 203 15
C 204 12
C 205 18
C 206 0
C 207 15
C 208 8
C 209 9
C 210 10
C 211 1
C 212 1
C 213 23
C 214 12
C 215 0
C 216 2
C 217 0
C 218 21
C 219 17
C 220 18
C 221 24
C 222 0
C 223 9
C 224 26
C 225 16
C 226 11
C 227 18
C 228 2
C 229 5
C 230 11
C 231 1
C 232 14
C 233 5
C 234 15
C 235 26
C 236 1
C 237 5
C 238 24
C 239 20
C 240 4
C 241 11
C 242 18
C 243 22
C 244 12
C 245 5
C 246 7
C 247 22
C 248 24
C 249 18
C 250 25
C 251 26
C 252 17
C 253 25
C 254 3
C 255 22
C 256 8
C 257 9
C 258 4
C 259 6
C 260 9
C 261 12
C 262 6
C 263 18
C 264 5
C 265 6
C 266 23
C 267 11
C 268 15
C 269 4
I 0 2 16 (3,0,3) (0,1,0,0)|(-1,1,1,0)|(-1,0,0,0)
I 5 3 13 (0,4,5) (1,-1,-1,0)|(-1,-1,-1,0)|(0,-1,-1,0)|(0,1,0,0)
I 0 3 16 (4,3,2) (1,1,0,0)|(-1,-1,1,0)|(-1,1,-1,0)
I 4 3 5 (3,3,1) (1,-1,0,0)|(0,1,0,0)
