D (3,9,-1) (2,4,5)
D (6,-1,-1) (0,4,3)
D (9,-1,-1) (4,0,5)
D (7,8,3) (1,0,5)
D (6,-1,-1) (1,2,3)
D (9,-1,-1) (2,4,3)
D (6,-1,-1) (5,0,0)
D (6,7,-1) (1,4,0)
D (9,-1,-1) (5,0,4)
D (6,7,-1) (5,0,5)
D (3,-1,-1) (2,0,5)
D (9,-1,-1) (4,5,5)
D (7,8,3) (2,3,0)
D (6,7,-1) (1,1,0)
D (6,7,8) (4,3,5)
D (7,8,-1) (1,1,3)
D (3,9,-1) (5,5,4)
D (6,7,-1) (2,0,2)
C 0 0
C 1 0
C 2 0
C 3 0
C 4 0
C 5 0
C 6 0
C 7 0
C 8 0
C 9 0
C 10 0
C 11 0
C 12 0
C 13 0
C 14 0
C 15 0
C 16 0
C 17 0
C 18 6
C 19 7
C 20 12
C 21 5
C 22 7
C 23 17
C 24 9
C 25 16
C 26 22
C 27 6
C 28 19
C 29 2
C 30 21
C 31 24
C 32 17
C 33 25
C 34 26
C 35 24
C 36 1
C 37 1
C 38 0
C 39 8
C 40 15
C 41 22
C 42 17
C 43 19
C 44 3
C 45 18
C 46 11
C 47 9
C 48 5
C 49 6
C 50 8
C 51 21
C 52 25
C 53 11
C 54 7
C 55 8
C 56 6
C 57 1
C 58 4
C 59 21
C 60 6
C 61 16
C 62 6
C 63 3
C 64 6
C 65 9
C 66 11
C 67 8
C 68 14
C 69 21
C 70 7
C 71 24
C 72 2
C 73 14
C 74 16
C 75 26
C 76 14
C 77 7
C 78 21
C 79 14
C 80 14
C 81 26
C 82 22
C 83 18
C 84 3
C 85 21
C 86 3
C 87 18
C 88 24
C 89 19
C 90 17
C 91 2
C 92 12
C 93 9
C 94 18
C 95 26
C 96 3
C 97 25
C 98 1
C 99 2
C 100 17
C 101 9
C 102 7
C 103 2
C 104 5
C 105 7
C 106 14
C 107 25
C 108 22
C 109 16
C 110 8
C 111 4
C 112 1
C 113 7
C 114 4
C 115 3
C 116 9
C 117 20
C 118 10
C 119 23
C 120 10
C 121 26
C 122 15
C 123 5
C 124 10
C 125 19
C 126 2
C 127 2
C 128 15
C 129 17
C 130 23
C 131 17
C 132 18
C 133 9
C 134 17
C 135 3
C 136 16
C 137 20
C 138 15
C 139 12
C 140 11
C 141 1
C 142 11
C 143 12
C 144 22
C 145 12
C 146 7
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 26
C 239 10
C 240 12
C 241 18
C 242 9
C 243 10
C 244 16
C 245 10
C 246 24
C 247 25
C 248 17
C 249 19
C 250 7
C 251 23
C 252 19
C 253 4
C 254 25
C 255 24
C 256 14
C 257 14
C 258 7
C 259 5
C 260 1
C 261 20
C 262 23
C 263 20
C 264 21
C 265 2
C 266 26
C 267 11
C 268 5
C 269 7
I 1 2 8 (3,2,3) (1,0,-1,0)
I 3 2 19 (4,2,5) (0,1,0,0)
I 1 1 9 (3,1,3) (0,1,1,0)|(0,-1,-1,0)
