D (3,9,-1) (4,3,2)
D (6,7,8) (4,2,1)
D (9,-1,-1) (1,5,0)
D (7,8,3) (3,5,0)
D (3,-1,-1) (1,1,0)
D (8,-1,-1) (5,3,1)
D (3,9,-1) (0,0,1)
D (6,7,8) (3,4,2)
D (8,3,9) (5,2,5)
D (3,-1,-1) (3,2,1)
D (7,8,-1) (0,4,1)
D (8,3,9) (0,3,4)
D (9,-1,-1) (5,4,4)
D (3,9,-1) (3,4,0)
D (3,-1,-1) (0,5,3)
D (9,-1,-1) (0,0,0)
D (9,-1,-1) (3,5,3)
D (8,3,-1) (1,4,3)
D (9,-1,-1) (1,0,4)
D (3,9,-1) (3,1,0)
D (6,7,-1) (0,2,2)
D (8,3,-1) (3,1,4)
D (8,3,-1) (2,4,1)
D (6,7,8) (0,0,4)
D (8,3,9) (2,5,4)
D (6,-1,-1) (0,5,5)
D (3,9,-1) (2,2,2)
D (9,-1,-1) (1,2,2)
C 0 2
C 1 14
C 2 16
C 3 4
C 4 21
C 5 21
C 6 12
C 7 8
C 8 17
C 9 10
C 10 8
C 11 2
C 12 0
C 13 5
C 14 9
C 15 2
C 16 3
C 17 1
C 18 20
C 19 0
C 20 15
C 21 2
C 22 7
C 23 10
C 24 6
C 25 16
C 26 3
C 27 6
C 28 5
C 29 24
C 30 21
C 31 16
C 32 11
C 33 14
C 34 4
C 35 8
C 36 16
C 37 3
C 38 8
C 39 16
C 40 25
C 41 25
C 42 23
C 43 15
C 44 4
C 45 9
C 46 1
C 47 2
C 48 10
C 49 0
C 50 0
C 51 3
C 52 16
C 53 19
C 54 1
C 55 8
C 56 5
C 57 10
C 58 24
C 59 20
C 60 15
C 61 4
C 62 4
C 63 2
C 64 15
C 65 4
C 66 25
C 67 4
C 68 23
C 69 4
C 70 2
C 71 4
C 72 0
C 73 11
C 74 23
C 75 0
C 76 19
C 77 24
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 2
C 117 20
C 118 17
C 119 22
C 120 9
C 121 14
C 122 20
C 123 9
C 124 15
C 125 3
C 126 1
C 127 10
C 128 21
C 129 19
C 130 9
C 131 9
C 132 3
C 133 18
C 134 9
C 135 15
C 136 26
C 137 18
C 138 24
C 139 18
C 140 16
C 141 23
C 142 2
C 143 22
C 144 17
C 145 22
C 146 14
C 147 0
C 148 4
C 149 21
C 150 16
C 151 7
C 152 25
C 153 10
C 154 6
C 155 4
C 156 3
C 157 15
C 158 16
C 159 1
C 160 21
C 161 1
C 162 20
C 163 9
C 164 14
C 165 15
C 166 23
C 167 7
C 168 6
C 169 15
C 170 15
C 171 11
C 172 20
C 173 24
C 174 1
C 175 5
C 176 11
C 177 19
C 178 12
C 179 20
C 180 25
C 181 18
C 182 23
C 183 22
C 184 25
C 185 25
C 186 11
C 187 20
C 188 3
C 189 16
C 190 16
C 191 23
C 192 16
C 193 6
C 194 4
C 195 7
C 196 23
C 197 2
C 198 22
C 199 16
C 200 20
C 201 10
C 202 25
C 203 4
C 204 11
C 205 26
C 206 21
C 207 14
C 208 16
C 209 6
C 210 24
C 211 26
C 212 9
C 213 2
C 214 11
C 215 21
C 216 4
C 217 1
C 218 12
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
I 5 1 18 (3,1,4) (-1,1,1,0)|(0,1,1,0)
I 0 1 2 (4,3,3) (-1,0,0,0)
I 4 2 19 (3,3,2) (1,-1,1,0)
