D (6,7,-1) (0,4,3)
D (7,8,3) (4,1,3)
D (3,9,-1) (4,3,5)
D (9,-1,-1) (2,1,3)
D (3,9,-1) (2,4,5)
D (9,-1,-1) (5,0,4)
D (3,9,-1) (2,5,3)
D (6,7,-1) (1,5,5)
D (3,9,-1) (1,2,0)
D (3,9,-1) (0,1,5)
D (7,-1,-1) (4,3,0)
D (3,9,-1) (0,2,4)
D (6,-1,-1) (4,3,2)
D (3,-1,-1) (3,5,5)
D (8,-1,-1) (0,1,2)
D (7,8,-1) (5,5,3)
D (6,7,8) (5,4,5)
D (6,7,-1) (4,5,1)
D (6,-1,-1) (1,3,5)
D (8,-1,-1) (5,0,0)
D (7,8,-1) (5,4,0)
D (7,8,-1) (3,0,3)
D (3,9,-1) (2,2,0)
D (6,7,8) (4,0,1)
D (3,9,-1) (5,2,3)
D (7,8,-1) (2,4,1)
D (8,-1,-1) (5,3,1)
C 0 26
C 1 2
C 2 12
C 3 5
C 4 11
C 5 10
C 6 16
C 7 15
C 8 22
C 9 10
C 10 0
C 11 8
C 12 1
C 13 3
C 14 23
C 15 7
C 16 23
C 17 5
C 18 23
C 19 20
C 20 14
C 21 25
C 22 0
C 23 7
C 24 5
C 25 26
C 26 12
C 27 20
C 28 10
C 29 26
C 30 3
C 31 2
C 32 9
C 33 8
C 34 6
C 35 12
C 36 20
C 37 6
C 38 14
C 39 23
C 40 22
C 41 9
C 42 11
C 43 15
C 44 4
C 45 25
C 46 14
C 47 11
C 48 16
C 49 3
C 50 6
C 51 10
C 52 26
C 53 23
C 54 24
C 55 7
C 56 3
C 57 24
C 58 1
C 59 5
C 60 19
C 61 10
C 62 24
C 63 7
C 64 7
C 65 11
C 66 0
C 67 23
C 68 0
C 69 1
C 70 17
C 71 26
C 72 8
C 73 3
C 74 0
C 75 20
C 76 1
C 77 22
C 78 23
C 79 0
C 80 1
C 81 8
C 82 6
C 83 2
C 84 2
C 85 16
C 86 6
C 87 17
C 88 22
C 89 19
C 90 19
C 91 10
C 92 23
C 93 19
C 94 5
C 95 15
C 96 5
C 97 6
C 98 15
C 99 25
C 100 3
C 101 9
C 102 7
C 103 5
C 104 12
C 105 10
C 106 5
C 107 15
C 108 19
C 109 11
C 110 2
C 111 2
C 112 16
C 113 22
C 114 18
C 115 10
C 116 16
C 117 6
C 118 26
C 119 22
C 120 17
C 121 10
C 122 2
C 123 20
C 124 18
C 125 20
C 126 6
C 127 16
C 128 10
C 129 6
C 130 22
C 131 14
C 132 11
C 133 14
C 134 19
C 135 1
C 136 8
C 137 3
C 138 10
C 139 18
C 140 24
C 141 16
C 142 6
C 143 23
C 144 9
C 145 19
C 146 21
C 147 24
C 148 2
C 149 2
C 150 1
C 151 23
C 152 19
C 153 24
C 154 8
C 155 4
C 156 26
C 157 5
C 158 11
C 159 1
C 160 5
C 161 21
C 162 1
C 163 26
C 164 19
C 165 10
C 166 26
C 167 1
C 168 6
C 169 3
C 170 10
C 171 0
C 172 6
C 173 18
C 174 3
C 175 10
C 176 12
C 177 23
C 178 10
C 179 1
C 180 7
C 181 15
C 182 22
C 183 9
C 184 14
C 185 16
C 186 19
C 187 12
C 188 14
C 189 19
C 190 24
C 191 24
C 192 6
C 193 7
C 194 9
C 195 12
C 196 2
C 197 3
C 198 0
C 199 24
C 200 7
C 201 4
C 202 18
C 203 14
C 204 21
C 205 15
C 206 8
C 207 9
C 208 7
C 209 11
C 210 12
C 211 4
C 212 18
C 213 4
C 214 19
C 215 26
C 216 23
C 217 20
C 218 11
C 219 4
C 220 2
C 221 10
C 222 10
C 223 3
C 224 24
C 225 16
C 226 2
C 227 4
C 228 11
C 229 14
C 230 4
C 231 2
C 232 4
C 233 12
C 234 11
C 235 5
C 236 17
C 237 14
C 238 6
C 239 24
C 240 24
C 241 22
C 242 15
C 243 6
C 244 9
C 245 15
C 246 25
C 247 21
C 248 19
C 249 11
C 250 3
C 251 18
C 252 6
C 253 17
C 254 12
C 255 4
C 256 18
C 257 10
C 258 6
C 259 12
C 260 17
C 261 26
C 262 7
C 263 25
C 264 7
C 265 15
C 266 16
C 267 18
C 268 6
C 269 0
I 0 3 18 (4,3,3) (-1,-1,-1,0)|(1,1,0,0)|(1,0,-1,0)|(1,1,1,0)
I 1 1 2 (1,2,2) (0,1,1,0)
I 0 1 19 (3,4,2) (0,-1,0,0)|(0,0,0,0)
