D (8,3,-1) (5,1,2)
D (3,9,-1) (5,5,1)
D (7,8,-1) (0,4,2)
D (6,7,8) (1,2,5)
D (7,8,-1) (2,2,1)
D (6,7,8) (2,2,3)
D (6,7,8) (1,0,0)
D (6,7,-1) (0,4,5)
D (7,8,-1) (1,5,2)
D (6,-1,-1) (4,0,4)
D (9,-1,-1) (0,3,1)
D (8,-1,-1) (3,5,0)
D (8,3,9) (4,4,2)
D (7,-1,-1) (4,1,4)
D (7,-1,-1) (4,4,4)
D (3,9,-1) (1,0,2)
C 0 25
C 1 9
C 2 26
C 3 23
C 4 25
C 5 22
C 6 3
C 7 14
C 8 6
C 9 14
C 10 1
C 11 22
C 12 26
C 13 10
C 14 0
C 15 3
C 16 22
C 17 5
C 18 21
C 19 4
C 20 9
C 21 22
C 22 14
C 23 11
C 24 1
C 25 21
C 26 5
C 27 22
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 0
C 44 0
C 45 0
C 46 0
C 47 0
C 48 0
C 49 0
C 50 0
C 51 0
C 52 0
C 53 0
C 54 0
C 55 0
C 56 0
C 57 0
C 58 0
C 59 0
C 60 0
C 61 0
C 62 0
C 63 0
C 64 0
C 65 0
C 66 0
C 67 0
C 68 0
C 69 0
C 70 0
C 71 0
C 72 0
C 73 0
C 74 0
C 75 0
C 76 0
C 77 0
C 78 0
C 79 0
C 80 0
C 81 0
C 82 0
C 83 0
C 84 0
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 2
C 98 1
C 99 2
C 100 23
C 101 22
C 102 0
C 103 19
C 104 10
C 105 26
C 106 10
C 107 7
C 108 19
C 109 19
C 110 19
C 111 10
C 112 24
C 113 14
C 114 4
C 115 8
C 116 10
C 117 25
C 118 20
C 119 17
C 120 7
C 121 8
C 122 9
C 123 15
C 124 9
C 125 5
C 126 14
C 127 9
C 128 20
C 129 16
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 21
C 150 12
C 151 11
C 152 6
C 153 4
C 154 0
C 155 2
C 156 17
C 157 3
C 158 0
C 159 23
C 160 24
C 161 18
C 162 15
C 163 8
C 164 6
C 165 6
C 166 20
C 167 7
C 168 5
C 169 7
C 170 25
C 171 20
C 172 12
C 173 11
C 174 19
C 175 3
C 176 3
C 177 26
C 178 25
C 179 7
C 180 21
C 181 19
C 182 19
C 183 23
C 184 14
C 185 5
C 186 1
C 187 12
C 188 20
C 189 3
C 190 14
C 191 8
C 192 20
C 193 0
C 194 5
C 195 3
C 196 26
C 197 7
C 198 5
C 199 8
C 200 1
C 201 6
C 202 18
C 203 3
C 204 4
C 205 3
C 206 18
C 207 19
C 208 7
C 209 17
C 210 22
C 211 0
C 212 12
C 213 12
C 214 10
C 215 0
C 216 17
C 217 7
C 218 3
C 219 14
C 220 8
C 221 17
C 222 12
C 223 18
C 224 15
C 225 3
C 226 24
C 227 2
C 228 26
C 229 18
C 230 23
C 231 0
C 232 19
C 233 9
C 234 17
C 235 7
C 236 15
C 237 9
C 238 5
C 239 8
C 240 0
C 241 25
C 242 7
C 243 4
C 244 14
C 245 19
C 246 25
C 247 15
C 248 3
C 249 21
C 250 21
C 251 0
C 252 3
C 253 16
C 254 22
C 255 8
C 256 17
C 257 9
C 258 21
C 259 12
C 260 22
C 261 23
C 262 15
C 263 5
C 264 17
C 265 18
C 266 8
C 267 23
C 268 14
C 269 1
I 5 2 20 (1,5,4) (-1,0,1,0)
I 1 2 12 (4,1,5) (0,0,1,0)|(0,0,-1,0)
I 0 1 6 (2,0,3) (0,1,0,0)|(-1,1,-1,0)|(1,0,1,0)|(1,1,-1,0)
